Enrollment-Reduced,Enrollment-Free,Enrollment-Total,CEP (Y/N),Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,School Year,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced,Enrollment-Free and Reduced,Enrollment-Paid,Claim Year,Claim Month,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,State-Physical,School Name,School ID,District Name,District ID,Claim Date,State-Reporting,County,School Type-Original,Operating Days-Lunch Only,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,Operating Days-Breakfast Only,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,NCES ID,ISP
63,311,946,N,,,,,,,Public,,0.395348837,374,,SY17-18,SC@029@2301,145,2610,266.5,4797,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,2260,4182,615,18,796,2310,300,450231001240,0.2386
54,300,952,N,,,,,,,Public,,0.371848739,354,,SY17-18,SC@029@2301,135,2700,264.9,5298,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,2725,4509,789,20,1071,2362,338,450231001240,0.2386
53,302,957,N,,,,,,,Public,,0.370950888,355,,SY17-18,SC@029@2301,137.210526316,2607,262.526315789,4988,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,2323,4243,745,19,968,2305,302,450231001240,0.2386
54,304,954,N,,,,,,,Public,,0.375262055,358,,SY17-18,SC@029@2301,134.214285714,1879,266.071428571,3725,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,1827,3161,564,14,697,1661,218,450231001240,0.2386
57,300,955,N,,,,,,,Public,,0.373821990,357,,SY17-18,SC@029@2301,125.75,2012,260.5625,4169,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,1977,3522,647,16,749,1761,251,450231001240,0.2386
54,312,953,N,,,,,,,Public,,0.384050367,366,,SY17-18,SC@029@2301,132.5,2385,256.333333333,4614,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,2209,3905,709,18,866,2085,300,450231001240,0.2386
52,315,952,N,,,,,,,Public,,0.385504202,367,,SY17-18,SC@029@2301,132,2904,257.136363636,5657,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,2629,4817,840,22,1045,2559,345,450231001240,0.2386
55,311,958,N,,,,,,,Public,,0.382045929,366,,SY17-18,SC@029@2301,125,2000,247.9375,3967,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,1862,3369,598,16,719,1745,255,450231001240,0.2386
57,310,956,N,,,,,,,Public,,0.383891213,367,,SY17-18,SC@029@2301,126.409090909,2781,259.772727273,5715,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,2862,4837,878,22,1009,2416,365,450231001240,0.2386
57,310,956,N,,,,,,,Public,,0.383891213,367,,SY17-18,SC@029@2301,103.75,415,181.25,725,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Beck International Academy,029,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,419,611,114,4,141,364,51,450231001240,0.2386
26,162,981,N,,,,,,,Public,,0.191641182,188,,SY17-18,SC@112@2301,50.375,403,105.875,847,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,1796,730,117,8,875,364,39,450231000740,0.1337
43,149,981,N,,,,,,,Public,,0.195718654,192,,SY17-18,SC@112@2301,62.666666667,1128,130.722222222,2353,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,4953,1825,528,18,2167,890,238,450231000740,0.1337
38,132,993,N,,,,,,,Public,,0.171198389,170,,SY17-18,SC@112@2301,60.05,1201,128.55,2571,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,5433,1994,577,20,2355,953,248,450231000740,0.1337
36,138,991,N,,,,,,,Public,,0.175580222,174,,SY17-18,SC@112@2301,68.473684211,1301,134.315789474,2552,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,5794,2031,521,19,2326,1093,208,450231000740,0.1337
36,139,994,N,,,,,,,Public,,0.176056338,175,,SY17-18,SC@112@2301,69.071428571,967,131.428571429,1840,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,4270,1466,374,14,1609,797,170,450231000740,0.1337
39,136,999,N,,,,,,,Public,,0.175175175,175,,SY17-18,SC@112@2301,65.4375,1047,136.625,2186,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,4817,1692,494,16,1802,846,201,450231000740,0.1337
38,144,999,N,,,,,,,Public,,0.182182182,182,,SY17-18,SC@112@2301,67.055555556,1207,133.277777778,2399,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,4935,1874,525,18,2100,976,231,450231000740,0.1337
38,140,997,N,,,,,,,Public,,0.178535607,178,,SY17-18,SC@112@2301,70.818181818,1558,137.818181818,3032,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,6341,2400,632,22,2575,1268,290,450231000740,0.1337
38,148,1000,N,,,,,,,Public,,0.186,186,,SY17-18,SC@112@2301,74.0625,1185,143.625,2298,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,4759,1812,486,16,1763,932,253,450231000740,0.1337
38,147,998,N,,,,,,,Public,,0.185370741,185,,SY17-18,SC@112@2301,73.681818182,1621,138.5,3047,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,6327,2445,602,22,2504,1267,354,450231000740,0.1337
38,147,998,N,,,,,,,Public,,0.185370741,185,,SY17-18,SC@112@2301,52.5,210,95.75,383,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Bells Crossing,112,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,787,306,77,4,342,164,46,450231000740,0.1337
0,459,459,Y,,,,,,,Public,,1,459,,SY17-18,SC@036@2301,248.875,1991,405.75,3246,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,0,3246,0,8,0,1991,0,450231000494,0.6477
0,459,459,Y,,,,,,,Public,,1,459,,SY17-18,SC@036@2301,263.333333333,4740,400.166666667,7203,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,0,7203,0,18,0,4740,0,450231000494,0.6477
0,454,454,Y,,,,,,,Public,,1,454,,SY17-18,SC@036@2301,242.95,4859,396.4,7928,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,0,7928,0,20,0,4859,0,450231000494,0.6477
0,446,446,Y,,,,,,,Public,,1,446,,SY17-18,SC@036@2301,238.631578947,4534,390.684210526,7423,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,0,7423,0,19,0,4534,0,450231000494,0.6477
0,451,451,Y,,,,,,,Public,,1,451,,SY17-18,SC@036@2301,213,2982,386.357142857,5409,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,0,5409,0,14,0,2982,0,450231000494,0.6477
0,461,461,Y,,,,,,,Public,,1,461,,SY17-18,SC@036@2301,211.6875,3387,405.5,6488,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,0,6488,0,16,0,3387,0,450231000494,0.6477
0,455,455,Y,,,,,,,Public,,1,455,,SY17-18,SC@036@2301,221.166666667,3981,404.888888889,7288,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,0,7288,0,18,0,3981,0,450231000494,0.6477
0,468,468,Y,,,,,,,Public,,1,468,,SY17-18,SC@036@2301,234.909090909,5168,413.5,9097,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,0,9097,0,22,0,5168,0,450231000494,0.6477
0,466,466,Y,,,,,,,Public,,1,466,,SY17-18,SC@036@2301,231.375,3702,432.1875,6915,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,0,6915,0,16,0,3702,0,450231000494,0.6477
0,467,467,Y,,,,,,,Public,,1,467,,SY17-18,SC@036@2301,240.590909091,5293,430.090909091,9462,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,0,9462,0,22,0,5293,0,450231000494,0.6477
0,467,467,Y,,,,,,,Public,,1,467,,SY17-18,SC@036@2301,195.75,783,317,1268,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Berea Elementary,036,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,0,1268,0,4,0,783,0,450231000494,0.6477
0,1046,1046,Y,,,,,,,Public,,1,1046,,SY17-18,SC@002@2301,253.875,2031,654.5,5236,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Berea High,002,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,0,5236,0,8,0,2031,0,450231000560,0.5065
0,1045,1045,Y,,,,,,,Public,,1,1045,,SY17-18,SC@002@2301,315.277777778,5675,587.166666667,10569,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Berea High,002,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,0,10569,0,18,0,5675,0,450231000560,0.5065
0,1035,1035,Y,,,,,,,Public,,1,1035,,SY17-18,SC@002@2301,311.9,6238,592.45,11849,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Berea High,002,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,0,11849,0,20,0,6238,0,450231000560,0.5065
0,1027,1027,Y,,,,,,,Public,,1,1027,,SY17-18,SC@002@2301,331.473684211,6298,585.894736842,11132,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Berea High,002,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,0,11132,0,19,0,6298,0,450231000560,0.5065
0,1028,1028,Y,,,,,,,Public,,1,1028,,SY17-18,SC@002@2301,321.142857143,4496,561.928571429,7867,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Berea High,002,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,0,7867,0,14,0,4496,0,450231000560,0.5065
0,1042,1042,Y,,,,,,,Public,,1,1042,,SY17-18,SC@002@2301,283.9375,4543,551.875,8830,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Berea High,002,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,0,8830,0,16,0,4543,0,450231000560,0.5065
0,1013,1013,Y,,,,,,,Public,,1,1013,,SY17-18,SC@002@2301,315.555555556,5680,578.111111111,10406,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Berea High,002,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,0,10406,0,18,0,5680,0,450231000560,0.5065
0,1017,1017,Y,,,,,,,Public,,1,1017,,SY17-18,SC@002@2301,318.681818182,7011,581.863636364,12801,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Berea High,002,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,0,12801,0,22,0,7011,0,450231000560,0.5065
0,1013,1013,Y,,,,,,,Public,,1,1013,,SY17-18,SC@002@2301,307.25,4916,565.75,9052,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Berea High,002,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,0,9052,0,16,0,4916,0,450231000560,0.5065
0,1006,1006,Y,,,,,,,Public,,1,1006,,SY17-18,SC@002@2301,304.136363636,6691,549.318181818,12085,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Berea High,002,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,0,12085,0,22,0,6691,0,450231000560,0.5065
0,1006,1006,Y,,,,,,,Public,,1,1006,,SY17-18,SC@002@2301,115.25,461,199.25,797,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Berea High,002,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,0,797,0,4,0,461,0,450231000560,0.5065
0,742,742,Y,,,,,,,Public,,1,742,,SY17-18,SC@042@2301,235.125,1881,646.875,5175,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Berea Middle,042,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,0,5175,0,8,0,1881,0,450231001241,0.5461
0,730,730,Y,,,,,,,Public,,1,730,,SY17-18,SC@042@2301,252.666666667,4548,647.333333333,11652,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Berea Middle,042,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,0,11652,0,18,0,4548,0,450231001241,0.5461
0,736,736,Y,,,,,,,Public,,1,736,,SY17-18,SC@042@2301,238.5,4770,649.8,12996,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Berea Middle,042,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,0,12996,0,20,0,4770,0,450231001241,0.5461
0,736,736,Y,,,,,,,Public,,1,736,,SY17-18,SC@042@2301,231.631578947,4401,642.526315789,12208,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Berea Middle,042,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,0,12208,0,19,0,4401,0,450231001241,0.5461
0,738,738,Y,,,,,,,Public,,1,738,,SY17-18,SC@042@2301,218.571428571,3060,635.642857143,8899,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Berea Middle,042,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,0,8899,0,14,0,3060,0,450231001241,0.5461
0,739,739,Y,,,,,,,Public,,1,739,,SY17-18,SC@042@2301,195.4375,3127,652.625,10442,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Berea Middle,042,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,0,10442,0,16,0,3127,0,450231001241,0.5461
0,747,747,Y,,,,,,,Public,,1,747,,SY17-18,SC@042@2301,210.333333333,3786,644.555555556,11602,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Berea Middle,042,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,0,11602,0,18,0,3786,0,450231001241,0.5461
0,748,748,Y,,,,,,,Public,,1,748,,SY17-18,SC@042@2301,204.318181818,4495,639.954545455,14079,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Berea Middle,042,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,0,14079,0,22,0,4495,0,450231001241,0.5461
0,748,748,Y,,,,,,,Public,,1,748,,SY17-18,SC@042@2301,203.625,3258,645.5625,10329,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Berea Middle,042,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,0,10329,0,16,0,3258,0,450231001241,0.5461
0,746,746,Y,,,,,,,Public,,1,746,,SY17-18,SC@042@2301,210.772727273,4637,635.227272727,13975,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Berea Middle,042,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,0,13975,0,22,0,4637,0,450231001241,0.5461
0,746,746,Y,,,,,,,Public,,1,746,,SY17-18,SC@042@2301,174,696,512.5,2050,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Berea Middle,042,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,0,2050,0,4,0,696,0,450231001241,0.5461
42,337,956,N,,,,,,,Public,,0.396443515,379,,SY17-18,SC@037@2301,160,1280,258.5,2068,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,1474,1910,158,8,596,1182,98,450231000495,0.2772
54,339,965,N,,,,,,,Public,,0.407253886,393,,SY17-18,SC@037@2301,189.777777778,3416,293.666666667,5286,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,3923,4638,648,18,1623,3079,337,450231000495,0.2772
52,316,960,N,,,,,,,Public,,0.383333333,368,,SY17-18,SC@037@2301,184.55,3691,289.15,5783,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,3972,4961,822,20,1921,3355,336,450231000495,0.2772
50,320,963,N,,,,,,,Public,,0.384215992,370,,SY17-18,SC@037@2301,195.157894737,3708,294.368421053,5593,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,4117,4803,790,19,2066,3329,379,450231000495,0.2772
51,316,962,N,,,,,,,Public,,0.381496881,367,,SY17-18,SC@037@2301,189.357142857,2651,294.428571429,4122,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,3073,3566,556,14,1427,2380,271,450231000495,0.2772
51,314,953,N,,,,,,,Public,,0.383001049,365,,SY17-18,SC@037@2301,182.125,2914,295.875,4734,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,3482,4080,654,16,1640,2573,341,450231000495,0.2772
45,334,960,N,,,,,,,Public,,0.394791667,379,,SY17-18,SC@037@2301,190.5,3429,303.611111111,5465,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,3851,4776,689,18,1867,3055,374,450231000495,0.2772
45,330,952,N,,,,,,,Public,,0.393907563,375,,SY17-18,SC@037@2301,191.136363636,4205,305.090909091,6712,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,4900,5889,823,22,2352,3794,411,450231000495,0.2772
44,334,954,N,,,,,,,Public,,0.396226415,378,,SY17-18,SC@037@2301,198.25,3172,301.75,4828,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,3440,4237,591,16,1692,2803,369,450231000495,0.2772
44,333,950,N,,,,,,,Public,,0.396842105,377,,SY17-18,SC@037@2301,174.045454545,3829,268,5896,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,4294,5213,683,22,2107,3432,397,450231000495,0.2772
44,333,950,N,,,,,,,Public,,0.396842105,377,,SY17-18,SC@037@2301,150.5,602,245,980,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Bethel Elementary,037,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,739,864,116,4,292,547,55,450231000495,0.2772
58,298,1115,N,,,,,,,Public,,0.319282511,356,,SY17-18,SC@003@2301,70.75,566,194,1552,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,1121,1311,241,8,432,508,58,450231000561,0.1641
71,292,1116,N,,,,,,,Public,,0.325268817,363,,SY17-18,SC@003@2301,89.222222222,1606,208.611111111,3755,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,2453,3130,625,18,1349,1369,237,450231000561,0.1641
58,255,1104,N,,,,,,,Public,,0.283514493,313,,SY17-18,SC@003@2301,91.6,1832,197.05,3941,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,2927,3361,580,20,1690,1545,287,450231000561,0.1641
61,260,1099,N,,,,,,,Public,,0.292083712,321,,SY17-18,SC@003@2301,106.157894737,2017,200.105263158,3802,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,2657,3181,621,19,1682,1674,343,450231000561,0.1641
63,258,1098,N,,,,,,,Public,,0.292349727,321,,SY17-18,SC@003@2301,112.785714286,1579,197.142857143,2760,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,1772,2320,440,14,1216,1328,251,450231000561,0.1641
67,259,1094,N,,,,,,,Public,,0.297989031,326,,SY17-18,SC@003@2301,103.625,1658,186.625,2986,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,1919,2466,520,16,1168,1364,294,450231000561,0.1641
65,262,1049,N,,,,,,,Public,,0.311725453,327,,SY17-18,SC@003@2301,104.833333333,1887,189.111111111,3404,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,2299,2823,581,18,1376,1539,348,450231000561,0.1641
63,262,1047,N,,,,,,,Public,,0.310410697,325,,SY17-18,SC@003@2301,113.636363636,2500,199.272727273,4384,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,2893,3613,771,22,1865,2030,470,450231000561,0.1641
63,263,1048,N,,,,,,,Public,,0.311068702,326,,SY17-18,SC@003@2301,111.375,1782,198.9375,3183,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,2188,2651,532,16,1389,1479,303,450231000561,0.1641
63,262,1045,N,,,,,,,Public,,0.311004785,325,,SY17-18,SC@003@2301,116.545454545,2564,199.318181818,4385,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,3129,3677,708,22,1988,2150,414,450231000561,0.1641
63,262,1045,N,,,,,,,Public,,0.311004785,325,,SY17-18,SC@003@2301,77.25,309,130,520,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Blue Ridge High,003,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,438,436,84,4,235,260,49,450231000561,0.1641
51,282,903,N,,,,,,,Public,,0.368770764,333,,SY17-18,SC@106@2301,86.375,691,210.5,1684,,,,,,,,,,,,,,2017,8,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,8/1/2017,SC,Greenville County,Public,8,830,1436,248,8,404,599,92,450231001393,0.1902
75,252,901,N,,,,,,,Public,,0.362930078,327,,SY17-18,SC@106@2301,104.888888889,1888,226.666666667,4080,,,,,,,,,,,,,,2017,9,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,9/1/2017,SC,Greenville County,Public,18,2223,3250,830,18,1113,1438,450,450231001393,0.1902
63,246,902,N,,,,,,,Public,,0.342572062,309,,SY17-18,SC@106@2301,104.25,2085,224,4480,,,,,,,,,,,,,,2017,10,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,10/1/2017,SC,Greenville County,Public,20,2890,3665,815,20,1357,1638,447,450231001393,0.1902
61,246,902,N,,,,,,,Public,,0.340354767,307,,SY17-18,SC@106@2301,103.157894737,1960,219,4161,,,,,,,,,,,,,,2017,11,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,11/1/2017,SC,Greenville County,Public,19,2520,3444,717,19,1271,1546,414,450231001393,0.1902
61,250,899,N,,,,,,,Public,,0.345939933,311,,SY17-18,SC@106@2301,102.857142857,1440,217.5,3045,,,,,,,,,,,,,,2017,12,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,12/1/2017,SC,Greenville County,Public,14,2019,2544,501,14,897,1165,275,450231001393,0.1902
66,249,897,N,,,,,,,Public,,0.351170569,315,,SY17-18,SC@106@2301,102.25,1636,221.4375,3543,,,,,,,,,,,,,,2018,1,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,1/1/2018,SC,Greenville County,Public,16,2207,2914,629,16,1027,1316,320,450231001393,0.1902
63,256,896,N,,,,,,,Public,,0.356026786,319,,SY17-18,SC@106@2301,97.888888889,1762,216.166666667,3891,,,,,,,,,,,,,,2018,2,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,2/1/2018,SC,Greenville County,Public,18,2258,3190,701,18,1184,1408,354,450231001393,0.1902
64,257,896,N,,,,,,,Public,,0.358258929,321,,SY17-18,SC@106@2301,104.227272727,2293,218.590909091,4809,,,,,,,,,,,,,,2018,3,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,3/1/2018,SC,Greenville County,Public,22,2965,3952,857,22,1600,1847,446,450231001393,0.1902
63,255,894,N,,,,,,,Public,,0.355704698,318,,SY17-18,SC@106@2301,98.0625,1569,210.125,3362,,,,,,,,,,,,,,2018,4,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,4/1/2018,SC,Greenville County,Public,16,2046,2776,586,16,1125,1277,292,450231001393,0.1902
63,256,895,N,,,,,,,Public,,0.356424581,319,,SY17-18,SC@106@2301,104.636363636,2302,218.363636364,4804,,,,,,,,,,,,,,2018,5,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,5/1/2018,SC,Greenville County,Public,22,2946,3942,862,22,1549,1911,391,450231001393,0.1902
63,256,895,N,,,,,,,Public,,0.356424581,319,,SY17-18,SC@106@2301,89,356,184.25,737,,,,,,,,,,,,,,2018,6,,,,,,,,,,,Blue Ridge Middle,106,Greenville County,2301,6/1/2018,SC,Greenville County,Public,4,636,599,138,4,239,295,61,450231001393,0.1902
