District Name,District ID,School ID,School Name,Claim Date,School ID-1,School Name-1,Claim Date-1,Operating Days-Lunch Only,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Paid,Lunch Meals-Free,Lunch Meals-Reduced,State-Reporting,Operating Days-Breakfast Only,Enrollment-Total-1,Enrollment-Free-1,Enrollment-Reduced-1,Breakfast Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,County,School Type-Original
Charleston 01,1001,076,Sanders-Clyde Elementary,6/1/2017,076,Sanders-Clyde Elementary,6/1/2017,1,473,473,0,0,166,0,SC,1,473,473,0,0,61,0,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,8/1/2016,098,School Of The Arts,8/1/2016,13,1674,179,25,3242,1391,128,SC,13,1674,179,25,124,502,31,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,9/1/2016,098,School Of The Arts,9/1/2016,20,1736,200,32,4316,2614,323,SC,20,1736,200,32,271,1210,88,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,10/1/2016,098,School Of The Arts,10/1/2016,17,1728,202,46,3834,2225,267,SC,17,1728,202,46,295,1090,90,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,11/1/2016,098,School Of The Arts,11/1/2016,16,1716,211,34,3599,2204,240,SC,16,1716,211,34,258,1091,82,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,12/1/2016,098,School Of The Arts,12/1/2016,12,1709,207,34,2546,1596,203,SC,12,1709,207,34,87,764,70,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,1/1/2017,098,School Of The Arts,1/1/2017,19,1707,207,34,5725,2407,334,SC,19,1707,207,34,360,1080,84,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,2/1/2017,098,School Of The Arts,2/1/2017,19,1710,215,34,5771,2672,343,SC,19,1710,215,34,402,1266,106,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,3/1/2017,098,School Of The Arts,3/1/2017,22,1715,228,34,6806,3041,430,SC,22,1715,228,34,523,1493,131,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,4/1/2017,098,School Of The Arts,4/1/2017,15,1718,240,35,4527,2117,273,SC,15,1718,240,35,373,1087,93,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,5/1/2017,098,School Of The Arts,5/1/2017,22,1718,238,35,5953,2869,357,SC,22,1718,238,35,537,1553,115,Charleston County,Public
Charleston 01,1001,098,School Of The Arts,6/1/2017,098,School Of The Arts,6/1/2017,1,1725,239,35,94,62,2,SC,1,1725,239,35,24,47,1,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,8/1/2016,115,Simmons Pinckney Middle,8/1/2016,13,171,171,0,0,1602,0,SC,13,171,171,0,0,663,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,9/1/2016,115,Simmons Pinckney Middle,9/1/2016,20,163,163,0,0,2572,0,SC,20,163,163,0,0,1036,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,10/1/2016,115,Simmons Pinckney Middle,10/1/2016,17,164,164,0,0,2200,0,SC,17,164,164,0,0,762,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,11/1/2016,115,Simmons Pinckney Middle,11/1/2016,16,161,161,0,0,2048,0,SC,16,161,161,0,0,784,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,12/1/2016,115,Simmons Pinckney Middle,12/1/2016,12,158,158,0,0,1493,0,SC,12,158,158,0,0,650,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,1/1/2017,115,Simmons Pinckney Middle,1/1/2017,19,157,157,0,0,2413,0,SC,19,157,157,0,0,905,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,2/1/2017,115,Simmons Pinckney Middle,2/1/2017,19,159,159,0,0,2410,0,SC,19,159,159,0,0,1022,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,3/1/2017,115,Simmons Pinckney Middle,3/1/2017,22,156,156,0,0,2679,0,SC,22,156,156,0,0,1215,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,4/1/2017,115,Simmons Pinckney Middle,4/1/2017,15,152,152,0,0,1776,0,SC,15,152,152,0,0,792,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,5/1/2017,115,Simmons Pinckney Middle,5/1/2017,22,149,149,0,0,2564,0,SC,22,149,149,0,0,1304,0,Charleston County,Public
Charleston 01,1001,115,Simmons Pinckney Middle,6/1/2017,115,Simmons Pinckney Middle,6/1/2017,1,149,149,0,0,61,0,SC,1,149,149,0,0,57,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,8/1/2016,081,Springfield Elementary,8/1/2016,13,617,617,0,0,5445,0,SC,13,617,617,0,0,2180,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,9/1/2016,081,Springfield Elementary,9/1/2016,20,617,617,0,0,9310,0,SC,20,617,617,0,0,4064,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,10/1/2016,081,Springfield Elementary,10/1/2016,17,630,630,0,0,8121,0,SC,17,630,630,0,0,3549,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,11/1/2016,081,Springfield Elementary,11/1/2016,16,638,638,0,0,7801,0,SC,16,638,638,0,0,3670,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,12/1/2016,081,Springfield Elementary,12/1/2016,12,633,633,0,0,6009,0,SC,12,633,633,0,0,2794,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,1/1/2017,081,Springfield Elementary,1/1/2017,19,630,630,0,0,9401,0,SC,19,630,630,0,0,4463,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,2/1/2017,081,Springfield Elementary,2/1/2017,19,633,633,0,0,9565,0,SC,19,633,633,0,0,4717,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,3/1/2017,081,Springfield Elementary,3/1/2017,22,639,639,0,0,10952,0,SC,22,639,639,0,0,5397,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,4/1/2017,081,Springfield Elementary,4/1/2017,15,642,642,0,0,7340,0,SC,15,642,642,0,0,3597,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,5/1/2017,081,Springfield Elementary,5/1/2017,22,639,639,0,0,10850,0,SC,22,639,639,0,0,5323,0,Charleston County,Public
Charleston 01,1001,081,Springfield Elementary,6/1/2017,081,Springfield Elementary,6/1/2017,3,638,638,0,0,568,0,SC,3,638,638,0,0,271,0,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,8/1/2016,082,St. Andrews Elementary,8/1/2016,13,820,316,19,1324,2903,149,SC,13,820,316,19,152,1471,86,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,9/1/2016,082,St. Andrews Elementary,9/1/2016,20,829,331,22,2215,4996,259,SC,20,829,331,22,319,2830,161,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,10/1/2016,082,St. Andrews Elementary,10/1/2016,17,832,326,25,1984,4183,292,SC,17,832,326,25,221,2224,140,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,11/1/2016,082,St. Andrews Elementary,11/1/2016,16,836,336,25,1872,4287,327,SC,16,836,336,25,168,2212,133,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,12/1/2016,082,St. Andrews Elementary,12/1/2016,12,834,332,25,1221,3434,125,SC,12,834,332,25,31,1734,8,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,1/1/2017,082,St. Andrews Elementary,1/1/2017,19,835,338,26,2140,4963,356,SC,19,835,338,26,158,2628,120,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,2/1/2017,082,St. Andrews Elementary,2/1/2017,19,840,350,25,2239,5141,336,SC,19,840,350,25,176,2712,108,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,3/1/2017,082,St. Andrews Elementary,3/1/2017,22,838,353,25,2493,5728,375,SC,22,838,353,25,233,2986,111,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,4/1/2017,082,St. Andrews Elementary,4/1/2017,15,837,356,26,1745,4144,301,SC,15,837,356,26,170,2178,115,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,5/1/2017,082,St. Andrews Elementary,5/1/2017,22,837,357,26,2472,5683,415,SC,22,837,357,26,255,3159,154,Charleston County,Public
Charleston 01,1001,082,St. Andrews Elementary,6/1/2017,082,St. Andrews Elementary,6/1/2017,1,831,357,26,102,175,8,SC,1,831,357,26,11,152,2,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,8/1/2016,056,St. James-Santee Elementary,8/1/2016,13,271,271,0,0,3112,0,SC,13,271,271,0,0,2913,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,9/1/2016,056,St. James-Santee Elementary,9/1/2016,20,285,285,0,0,5104,0,SC,20,285,285,0,0,4642,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,10/1/2016,056,St. James-Santee Elementary,10/1/2016,17,283,283,0,0,4180,0,SC,17,283,283,0,0,3819,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,11/1/2016,056,St. James-Santee Elementary,11/1/2016,16,281,281,0,0,3977,0,SC,16,281,281,0,0,3675,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,12/1/2016,056,St. James-Santee Elementary,12/1/2016,12,283,283,0,0,2945,0,SC,12,283,283,0,0,2603,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,1/1/2017,056,St. James-Santee Elementary,1/1/2017,19,284,284,0,0,4706,0,SC,19,284,284,0,0,4096,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,2/1/2017,056,St. James-Santee Elementary,2/1/2017,19,284,284,0,0,4580,0,SC,19,284,284,0,0,4063,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,3/1/2017,056,St. James-Santee Elementary,3/1/2017,22,277,277,0,0,5267,0,SC,22,277,277,0,0,4765,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,4/1/2017,056,St. James-Santee Elementary,4/1/2017,15,280,280,0,0,3597,0,SC,15,280,280,0,0,3324,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,5/1/2017,056,St. James-Santee Elementary,5/1/2017,22,285,285,0,0,5136,0,SC,22,285,285,0,0,4700,0,Charleston County,Public
Charleston 01,1001,056,St. James-Santee Elementary,6/1/2017,056,St. James-Santee Elementary,6/1/2017,3,284,284,0,0,154,0,SC,3,284,284,0,0,328,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,8/1/2016,020,St. John's High,8/1/2016,13,301,301,0,0,2491,0,SC,13,301,301,0,0,840,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,9/1/2016,020,St. John's High,9/1/2016,20,290,290,0,0,3891,0,SC,20,290,290,0,0,1601,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,10/1/2016,020,St. John's High,10/1/2016,17,290,290,0,0,3110,0,SC,17,290,290,0,0,1309,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,11/1/2016,020,St. John's High,11/1/2016,16,286,286,0,0,3012,0,SC,16,286,286,0,0,1521,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,12/1/2016,020,St. John's High,12/1/2016,12,285,285,0,0,2192,0,SC,12,285,285,0,0,1122,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,1/1/2017,020,St. John's High,1/1/2017,19,289,289,0,0,3423,0,SC,19,289,289,0,0,1606,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,2/1/2017,020,St. John's High,2/1/2017,19,296,296,0,0,3489,0,SC,19,296,296,0,0,1857,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,3/1/2017,020,St. John's High,3/1/2017,22,293,293,0,0,3878,0,SC,22,293,293,0,0,2154,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,4/1/2017,020,St. John's High,4/1/2017,15,290,290,0,0,2600,0,SC,15,290,290,0,0,1331,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,5/1/2017,020,St. John's High,5/1/2017,22,289,289,0,0,3705,0,SC,22,289,289,0,0,2059,0,Charleston County,Public
Charleston 01,1001,020,St. John's High,6/1/2017,020,St. John's High,6/1/2017,1,288,288,0,0,60,0,SC,1,288,288,0,0,87,0,Charleston County,Public
Charleston 01,1001,022,Stall High,8/1/2016,022,Stall High,8/1/2016,13,1435,1435,0,0,11411,0,SC,13,1435,1435,0,0,4157,0,Charleston County,Public
Charleston 01,1001,022,Stall High,9/1/2016,022,Stall High,9/1/2016,20,1450,1450,0,0,18300,0,SC,20,1450,1450,0,0,7589,0,Charleston County,Public
Charleston 01,1001,022,Stall High,10/1/2016,022,Stall High,10/1/2016,17,1421,1421,0,0,14805,0,SC,17,1421,1421,0,0,5756,0,Charleston County,Public
Charleston 01,1001,022,Stall High,11/1/2016,022,Stall High,11/1/2016,16,1388,1388,0,0,14447,0,SC,16,1388,1388,0,0,6120,0,Charleston County,Public
Charleston 01,1001,022,Stall High,12/1/2016,022,Stall High,12/1/2016,12,1374,1374,0,0,10675,0,SC,12,1374,1374,0,0,4602,0,Charleston County,Public
Charleston 01,1001,022,Stall High,1/1/2017,022,Stall High,1/1/2017,19,1375,1375,0,0,15182,0,SC,19,1375,1375,0,0,6953,0,Charleston County,Public
Charleston 01,1001,022,Stall High,2/1/2017,022,Stall High,2/1/2017,19,1385,1385,0,0,15900,0,SC,19,1385,1385,0,0,8272,0,Charleston County,Public
Charleston 01,1001,022,Stall High,3/1/2017,022,Stall High,3/1/2017,22,1385,1385,0,0,17642,0,SC,22,1385,1385,0,0,8756,0,Charleston County,Public
Charleston 01,1001,022,Stall High,4/1/2017,022,Stall High,4/1/2017,15,1376,1376,0,0,11362,0,SC,15,1376,1376,0,0,5390,0,Charleston County,Public
Charleston 01,1001,022,Stall High,5/1/2017,022,Stall High,5/1/2017,22,1356,1356,0,0,15803,0,SC,22,1356,1356,0,0,7312,0,Charleston County,Public
Charleston 01,1001,022,Stall High,6/1/2017,022,Stall High,6/1/2017,1,1358,1358,0,0,571,0,SC,1,1358,1358,0,0,427,0,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,8/1/2016,084,Stiles Point Elementary,8/1/2016,13,690,99,15,1263,799,65,SC,13,690,99,15,23,184,36,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,9/1/2016,084,Stiles Point Elementary,9/1/2016,20,717,94,21,2660,1248,242,SC,20,717,94,21,90,277,78,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,10/1/2016,084,Stiles Point Elementary,10/1/2016,17,713,89,20,2527,1075,210,SC,17,713,89,20,110,261,67,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,11/1/2016,084,Stiles Point Elementary,11/1/2016,16,712,94,20,2398,1101,205,SC,16,712,94,20,7,382,61,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,12/1/2016,084,Stiles Point Elementary,12/1/2016,12,712,96,20,1986,881,124,SC,12,712,96,20,25,220,45,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,1/1/2017,084,Stiles Point Elementary,1/1/2017,19,714,96,20,2797,1300,252,SC,19,714,96,20,45,352,71,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,2/1/2017,084,Stiles Point Elementary,2/1/2017,19,717,96,20,2924,1390,256,SC,19,717,96,20,50,431,71,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,3/1/2017,084,Stiles Point Elementary,3/1/2017,22,718,97,22,3368,1556,281,SC,22,718,97,22,55,479,77,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,4/1/2017,084,Stiles Point Elementary,4/1/2017,15,719,102,20,2279,1052,193,SC,15,719,102,20,49,330,40,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,5/1/2017,084,Stiles Point Elementary,5/1/2017,22,723,103,21,3303,1530,276,SC,22,723,103,21,132,553,71,Charleston County,Public
Charleston 01,1001,084,Stiles Point Elementary,6/1/2017,084,Stiles Point Elementary,6/1/2017,1,723,103,21,109,55,7,SC,1,723,103,21,10,35,5,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,8/1/2016,085,Stono Park Elementary,8/1/2016,13,330,330,0,0,2925,0,SC,13,330,330,0,0,2737,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,9/1/2016,085,Stono Park Elementary,9/1/2016,20,306,306,0,0,4810,0,SC,20,306,306,0,0,4867,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,10/1/2016,085,Stono Park Elementary,10/1/2016,17,300,300,0,0,4112,0,SC,17,300,300,0,0,4067,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,11/1/2016,085,Stono Park Elementary,11/1/2016,16,296,296,0,0,3774,0,SC,16,296,296,0,0,3937,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,12/1/2016,085,Stono Park Elementary,12/1/2016,12,292,292,0,0,2846,0,SC,12,292,292,0,0,2792,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,1/1/2017,085,Stono Park Elementary,1/1/2017,19,292,292,0,0,4513,0,SC,19,292,292,0,0,3933,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,2/1/2017,085,Stono Park Elementary,2/1/2017,19,293,293,0,0,4663,0,SC,19,293,293,0,0,4660,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,3/1/2017,085,Stono Park Elementary,3/1/2017,22,298,298,0,0,5031,0,SC,22,298,298,0,0,4381,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,4/1/2017,085,Stono Park Elementary,4/1/2017,15,295,295,0,0,3467,0,SC,15,295,295,0,0,3113,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,5/1/2017,085,Stono Park Elementary,5/1/2017,22,296,296,0,0,4860,0,SC,22,296,296,0,0,4519,0,Charleston County,Public
Charleston 01,1001,085,Stono Park Elementary,6/1/2017,085,Stono Park Elementary,6/1/2017,1,301,301,0,0,157,0,SC,1,301,301,0,0,275,0,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,8/1/2016,086,Sullivan's Island Elementary,8/1/2016,13,498,17,3,2081,151,39,SC,13,498,17,3,125,54,4,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,9/1/2016,086,Sullivan's Island Elementary,9/1/2016,20,504,17,4,4138,266,54,SC,20,504,17,4,291,92,19,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,10/1/2016,086,Sullivan's Island Elementary,10/1/2016,17,505,16,2,3684,201,18,SC,17,505,16,2,322,76,17,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,11/1/2016,086,Sullivan's Island Elementary,11/1/2016,16,505,20,2,3590,225,17,SC,16,505,20,2,272,73,16,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,12/1/2016,086,Sullivan's Island Elementary,12/1/2016,12,504,20,2,2734,171,12,SC,12,504,20,2,221,53,9,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,1/1/2017,086,Sullivan's Island Elementary,1/1/2017,19,502,20,2,4091,275,23,SC,19,502,20,2,309,108,17,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,2/1/2017,086,Sullivan's Island Elementary,2/1/2017,19,505,21,4,4185,283,47,SC,19,505,21,4,299,146,18,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,3/1/2017,086,Sullivan's Island Elementary,3/1/2017,22,507,21,5,4869,342,93,SC,22,507,21,5,566,214,23,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,4/1/2017,086,Sullivan's Island Elementary,4/1/2017,15,508,23,5,3174,283,64,SC,15,508,23,5,345,137,14,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,5/1/2017,086,Sullivan's Island Elementary,5/1/2017,22,509,23,5,4599,386,90,SC,22,509,23,5,490,202,20,Charleston County,Public
Charleston 01,1001,086,Sullivan's Island Elementary,6/1/2017,086,Sullivan's Island Elementary,6/1/2017,1,504,23,5,168,10,4,SC,1,504,23,5,32,15,2,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,8/1/2016,042,W. B. Goodwin Elementary,8/1/2016,13,598,598,0,0,6208,0,SC,13,598,598,0,0,3094,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,9/1/2016,042,W. B. Goodwin Elementary,9/1/2016,20,593,593,0,0,9792,0,SC,20,593,593,0,0,5590,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,10/1/2016,042,W. B. Goodwin Elementary,10/1/2016,17,591,591,0,0,8572,0,SC,17,591,591,0,0,4636,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,11/1/2016,042,W. B. Goodwin Elementary,11/1/2016,16,588,588,0,0,8119,0,SC,16,588,588,0,0,4504,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,12/1/2016,042,W. B. Goodwin Elementary,12/1/2016,12,588,588,0,0,5904,0,SC,12,588,588,0,0,3177,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,1/1/2017,042,W. B. Goodwin Elementary,1/1/2017,19,587,587,0,0,9363,0,SC,19,587,587,0,0,4903,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,2/1/2017,042,W. B. Goodwin Elementary,2/1/2017,19,588,588,0,0,9331,0,SC,19,588,588,0,0,5103,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,3/1/2017,042,W. B. Goodwin Elementary,3/1/2017,22,581,581,0,0,10759,0,SC,22,581,581,0,0,6023,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,4/1/2017,042,W. B. Goodwin Elementary,4/1/2017,15,579,579,0,0,7380,0,SC,15,579,579,0,0,3772,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,5/1/2017,042,W. B. Goodwin Elementary,5/1/2017,22,584,584,0,0,10924,0,SC,22,584,584,0,0,6013,0,Charleston County,Public
Charleston 01,1001,042,W. B. Goodwin Elementary,6/1/2017,042,W. B. Goodwin Elementary,6/1/2017,1,586,586,0,0,345,0,SC,1,586,586,0,0,232,0,Charleston County,Public
Charleston 01,1001,014,Wando High,8/1/2016,014,Wando High,8/1/2016,14,4169,500,96,6932,3387,571,SC,14,4169,500,96,233,409,55,Charleston County,Public
Charleston 01,1001,014,Wando High,9/1/2016,014,Wando High,9/1/2016,20,4091,495,108,11295,5497,991,SC,20,4091,495,108,390,978,137,Charleston County,Public
