School Name,District ID,School ID,District Name,State-Physical,County,City,Zip Code,Street Address-Line 1,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Date,Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Lunch Meals-Free and Reduced,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Breakfast Meals-Free and Reduced,Operating Days,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,10/1/2016,10,2016,366,,16,0,,214,0,2905,,0,0,0,,,0,16,,,,,,,,,KY,214,13.375,0,,KY@1000@10058,210009000014,SY16-17,,16,0.043715847,,,,,,,,
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,11/1/2016,11,2016,366,,16,0,,247,0,3513,,0,0,0,,,0,18,,,,,,,,,KY,247,13.722222222,0,,KY@1000@10058,210009000014,SY16-17,,16,0.043715847,,,,,,,,
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,12/1/2016,12,2016,366,,16,0,,166,0,2220,,0,0,0,,,0,12,,,,,,,,,KY,166,13.833333333,0,,KY@1000@10058,210009000014,SY16-17,,16,0.043715847,,,,,,,,
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,1/1/2017,1,2017,367,,16,0,,299,0,3602,,0,0,0,,,0,20,,,,,,,,,KY,299,14.95,0,,KY@1000@10058,210009000014,SY16-17,,16,0.043596730,,,,,,,,
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,2/1/2017,2,2017,369,,16,0,,214,0,2701,,0,0,0,,,0,15,,,,,,,,,KY,214,14.266666667,0,,KY@1000@10058,210009000014,SY16-17,,16,0.043360434,,,,,,,,
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,3/1/2017,3,2017,369,,18,0,,374,0,4226,,0,0,0,,,0,23,,,,,,,,,KY,374,16.260869565,0,,KY@1000@10058,210009000014,SY16-17,,18,0.048780488,,,,,,,,
Anchorage Independent Public School,10058,1000,Anchorage Independent,KY,JEFFERSON COUNTY,ANCHORAGE,40223-2444,11400 RIDGE RD,,,,N,,,,,4/1/2017,4,2017,369,,18,0,,260,0,2808,,0,0,0,,,0,15,,,,,,,,,KY,260,17.333333333,0,,KY@1000@10058,210009000014,SY16-17,,18,0.048780488,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,8/1/2016,8,2016,470,,186,30,,2245,376,1896,,1235,151,618,,,16,16,,,,,,,,,KY,2621,163.8125,1386,86.625,KY@1000@10122,210012000021,SY16-17,,216,0.459574468,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,8/1/2016,8,2016,896,,351,67,,4536,720,3397,,1353,123,320,,,16,16,,,,,,,,,KY,5256,328.5,1476,92.25,KY@1001@10122,210012000017,SY16-17,,418,0.466517857,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,8/1/2016,8,2016,459,,260,34,,3427,362,1274,,1905,130,451,,,16,16,,,,,,,,,KY,3789,236.8125,2035,127.1875,KY@1003@10122,210012000018,SY16-17,,294,0.640522876,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,8/1/2016,8,2016,1125,,411,87,,4520,783,4865,,1502,166,438,,,16,16,,,,,,,,,KY,5303,331.4375,1668,104.25,KY@1004@10122,,SY16-17,,498,0.442666667,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,8/1/2016,8,2016,552,,246,32,,3058,303,1999,,1440,129,434,,,16,16,,,,,,,,,KY,3361,210.0625,1569,98.0625,KY@1005@10122,210012001955,SY16-17,,278,0.503623188,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,8/1/2016,8,2016,321,,165,26,,1132,118,538,,815,100,705,,,16,16,,,,,,,,,KY,1250,78.125,915,57.1875,KY@1006@10122,,SY16-17,,191,0.595015576,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,9/1/2016,9,2016,473,,166,24,,2872,447,2821,,1594,213,779,,,20,20,,,,,,,,,KY,3319,165.95,1807,90.35,KY@1000@10122,210012000021,SY16-17,,190,0.401691332,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,9/1/2016,9,2016,894,,342,49,,5667,836,4578,,1814,166,416,,,20,20,,,,,,,,,KY,6503,325.15,1980,99,KY@1001@10122,210012000017,SY16-17,,391,0.437360179,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,9/1/2016,9,2016,459,,256,34,,4314,537,1727,,2457,208,755,,,20,20,,,,,,,,,KY,4851,242.55,2665,133.25,KY@1003@10122,210012000018,SY16-17,,290,0.631808279,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,9/1/2016,9,2016,1119,,378,62,,5727,981,6407,,2565,259,962,,,20,20,,,,,,,,,KY,6708,335.4,2824,141.2,KY@1004@10122,,SY16-17,,440,0.393208222,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,9/1/2016,9,2016,552,,233,29,,3827,511,2740,,1991,230,554,,,20,20,,,,,,,,,KY,4338,216.9,2221,111.05,KY@1005@10122,210012001955,SY16-17,,262,0.474637681,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,9/1/2016,9,2016,321,,159,26,,1704,259,768,,1331,244,707,,,20,20,,,,,,,,,KY,1963,98.15,1575,78.75,KY@1006@10122,,SY16-17,,185,0.576323988,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,10/1/2016,10,2016,476,,178,23,,2258,313,2560,,1142,150,647,,,16,16,,,,,,,,,KY,2571,160.6875,1292,80.75,KY@1000@10122,210012000021,SY16-17,,201,0.422268908,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,10/1/2016,10,2016,890,,352,47,,4471,535,3927,,1428,115,359,,,16,16,,,,,,,,,KY,5006,312.875,1543,96.4375,KY@1001@10122,210012000017,SY16-17,,399,0.448314607,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,10/1/2016,10,2016,468,,275,27,,3582,365,1527,,1868,129,560,,,16,16,,,,,,,,,KY,3947,246.6875,1997,124.8125,KY@1003@10122,210012000018,SY16-17,,302,0.645299145,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,10/1/2016,10,2016,1082,,379,64,,4507,644,5232,,2109,241,920,,,16,16,,,,,,,,,KY,5151,321.9375,2350,146.875,KY@1004@10122,,SY16-17,,443,0.409426987,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,10/1/2016,10,2016,550,,232,28,,2982,417,2328,,1532,198,549,,,16,16,,,,,,,,,KY,3399,212.4375,1730,108.125,KY@1005@10122,210012001955,SY16-17,,260,0.472727273,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,10/1/2016,10,2016,325,,172,24,,1507,231,673,,1134,176,652,,,16,16,,,,,,,,,KY,1738,108.625,1310,81.875,KY@1006@10122,,SY16-17,,196,0.603076923,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,11/1/2016,11,2016,481,,182,23,,2687,322,2798,,1469,183,746,,,18,18,,,,,,,,,KY,3009,167.166666667,1652,91.777777778,KY@1000@10122,210012000021,SY16-17,,205,0.426195426,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,11/1/2016,11,2016,888,,353,50,,5005,554,4072,,1610,135,431,,,18,18,,,,,,,,,KY,5559,308.833333333,1745,96.944444444,KY@1001@10122,210012000017,SY16-17,,403,0.453828829,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,11/1/2016,11,2016,470,,274,25,,4168,404,1664,,2191,155,669,,,18,18,,,,,,,,,KY,4572,254,2346,130.333333333,KY@1003@10122,210012000018,SY16-17,,299,0.636170213,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,11/1/2016,11,2016,1078,,372,66,,5078,719,5490,,2514,222,962,,,18,18,,,,,,,,,KY,5797,322.055555556,2736,152,KY@1004@10122,,SY16-17,,438,0.406307978,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,11/1/2016,11,2016,558,,239,27,,3459,433,2667,,1809,214,571,,,18,18,,,,,,,,,KY,3892,216.222222222,2023,112.388888889,KY@1005@10122,210012001955,SY16-17,,266,0.476702509,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,11/1/2016,11,2016,340,,180,24,,1793,286,780,,1381,135,730,,,18,18,,,,,,,,,KY,2079,115.5,1516,84.222222222,KY@1006@10122,,SY16-17,,204,0.6,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,12/1/2016,12,2016,477,,179,23,,1814,213,1837,,964,128,416,,,12,12,,,,,,,,,KY,2027,168.916666667,1092,91,KY@1000@10122,210012000021,SY16-17,,202,0.423480084,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,12/1/2016,12,2016,888,,354,51,,3272,390,2662,,1119,97,286,,,12,12,,,,,,,,,KY,3662,305.166666667,1216,101.333333333,KY@1001@10122,210012000017,SY16-17,,405,0.456081081,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,12/1/2016,12,2016,471,,278,25,,2930,258,1165,,1439,104,413,,,12,12,,,,,,,,,KY,3188,265.666666667,1543,128.583333333,KY@1003@10122,210012000018,SY16-17,,303,0.643312102,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,12/1/2016,12,2016,1101,,395,68,,3200,499,3409,,1676,190,702,,,12,12,,,,,,,,,KY,3699,308.25,1866,155.5,KY@1004@10122,,SY16-17,,463,0.420526794,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,12/1/2016,12,2016,558,,240,27,,2325,279,1787,,1148,134,366,,,12,12,,,,,,,,,KY,2604,217,1282,106.833333333,KY@1005@10122,210012001955,SY16-17,,267,0.478494624,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,12/1/2016,12,2016,340,,185,24,,1272,190,522,,950,83,498,,,12,12,,,,,,,,,KY,1462,121.833333333,1033,86.083333333,KY@1006@10122,,SY16-17,,209,0.614705882,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,1/1/2017,1,2017,479,,186,22,,2619,304,2409,,1264,177,569,,,17,17,,,,,,,,,KY,2923,171.941176471,1441,84.764705882,KY@1000@10122,210012000021,SY16-17,,208,0.434237996,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,1/1/2017,1,2017,883,,357,49,,4862,557,3680,,1500,151,356,,,17,17,,,,,,,,,KY,5419,318.764705882,1651,97.117647059,KY@1001@10122,210012000017,SY16-17,,406,0.459796149,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,1/1/2017,1,2017,466,,282,22,,4026,338,1520,,2049,125,490,,,17,17,,,,,,,,,KY,4364,256.705882353,2174,127.882352941,KY@1003@10122,210012000018,SY16-17,,304,0.652360515,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,1/1/2017,1,2017,1095,,395,64,,4689,695,4977,,2209,261,951,,,17,17,,,,,,,,,KY,5384,316.705882353,2470,145.294117647,KY@1004@10122,,SY16-17,,459,0.419178082,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,1/1/2017,1,2017,560,,242,28,,3264,429,2456,,1653,194,463,,,17,17,,,,,,,,,KY,3693,217.235294118,1847,108.647058824,KY@1005@10122,210012001955,SY16-17,,270,0.482142857,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,1/1/2017,1,2017,332,,190,22,,1853,265,684,,1356,125,619,,,17,17,,,,,,,,,KY,2118,124.588235294,1481,87.117647059,KY@1006@10122,,SY16-17,,212,0.638554217,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,2/1/2017,2,2017,481,,189,22,,2895,328,2592,,1360,193,653,,,19,19,,,,,,,,,KY,3223,169.631578947,1553,81.736842105,KY@1000@10122,210012000021,SY16-17,,211,0.438669439,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,2/1/2017,2,2017,880,,354,51,,5301,643,4176,,1682,191,440,,,19,19,,,,,,,,,KY,5944,312.842105263,1873,98.578947368,KY@1001@10122,210012000017,SY16-17,,405,0.460227273,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,2/1/2017,2,2017,470,,285,22,,4486,322,1691,,2252,107,520,,,19,19,,,,,,,,,KY,4808,253.052631579,2359,124.157894737,KY@1003@10122,210012000018,SY16-17,,307,0.653191489,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,2/1/2017,2,2017,1092,,397,64,,5113,740,5420,,2554,280,1093,,,19,19,,,,,,,,,KY,5853,308.052631579,2834,149.157894737,KY@1004@10122,,SY16-17,,461,0.422161172,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,2/1/2017,2,2017,560,,242,28,,3581,449,2738,,1770,200,521,,,19,19,,,,,,,,,KY,4030,212.105263158,1970,103.684210526,KY@1005@10122,210012001955,SY16-17,,270,0.482142857,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,2/1/2017,2,2017,338,,191,22,,1826,275,776,,1336,118,655,,,19,19,,,,,,,,,KY,2101,110.578947368,1454,76.526315789,KY@1006@10122,,SY16-17,,213,0.630177515,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,3/1/2017,3,2017,481,,192,21,,3347,380,2981,,1659,210,785,,,22,22,,,,,,,,,KY,3727,169.409090909,1869,84.954545455,KY@1000@10122,210012000021,SY16-17,,213,0.442827443,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,3/1/2017,3,2017,880,,355,52,,6101,754,4926,,1933,232,515,,,22,22,,,,,,,,,KY,6855,311.590909091,2165,98.409090909,KY@1001@10122,210012000017,SY16-17,,407,0.4625,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,3/1/2017,3,2017,466,,281,22,,5108,391,1914,,2623,138,632,,,22,22,,,,,,,,,KY,5499,249.954545455,2761,125.5,KY@1003@10122,210012000018,SY16-17,,303,0.650214592,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,3/1/2017,3,2017,1088,,395,65,,5757,861,6210,,2951,345,1154,,,22,22,,,,,,,,,KY,6618,300.818181818,3296,149.818181818,KY@1004@10122,,SY16-17,,460,0.422794118,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,3/1/2017,3,2017,556,,241,26,,4333,512,3225,,2136,234,638,,,22,22,,,,,,,,,KY,4845,220.227272727,2370,107.727272727,KY@1005@10122,210012001955,SY16-17,,267,0.480215827,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,3/1/2017,3,2017,333,,188,20,,2232,292,949,,1798,113,895,,,22,22,,,,,,,,,KY,2524,114.727272727,1911,86.863636364,KY@1006@10122,,SY16-17,,208,0.624624625,,,,,,,,
Emma B Ward Elementary School,10122,1000,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9453,1150 BYPASS N,,,,N,,,,,4/1/2017,4,2017,481,,192,21,,2348,249,2094,,1131,134,536,,,15,15,,,,,,,,,KY,2597,173.133333333,1265,84.333333333,KY@1000@10122,210012000021,SY16-17,,213,0.442827443,,,,,,,,
Anderson County Middle School,10122,1001,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1576,1 MUSTANG TRL,,,,N,,,,,4/1/2017,4,2017,880,,355,52,,4262,499,3289,,1460,145,390,,,15,15,,,,,,,,,KY,4761,317.4,1605,107,KY@1001@10122,210012000017,SY16-17,,407,0.4625,,,,,,,,
Saffell Street Elementary School,10122,1003,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1287,210 SAFFELL ST,,,,N,,,,,4/1/2017,4,2017,466,,281,22,,3421,259,1266,,1808,73,426,,,15,15,,,,,,,,,KY,3680,245.333333333,1881,125.4,KY@1003@10122,210012000018,SY16-17,,303,0.650214592,,,,,,,,
Anderson County High School/Phoenix Academy,10122,1004,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1290,1 BEARCAT DR,,,,N,,,,,4/1/2017,4,2017,1088,,395,65,,3956,620,4315,,2123,265,827,,,15,15,,,,,,,,,KY,4576,305.066666667,2388,159.2,KY@1004@10122,,SY16-17,,460,0.422794118,,,,,,,,
Robert B Turner Elementary School,10122,1005,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-9742,1411 FOX CREEK RD,,,,N,,,,,4/1/2017,4,2017,556,,241,26,,2928,355,2243,,1386,151,438,,,15,15,,,,,,,,,KY,3283,218.866666667,1537,102.466666667,KY@1005@10122,210012001955,SY16-17,,267,0.480215827,,,,,,,,
Anderson County Early Childhood Center,10122,1006,Anderson County,KY,ANDERSON CO.,LAWRENCEBURG,40342-1195,1154 BYPASS NORTH,,,,N,,,,,4/1/2017,4,2017,333,,188,20,,1567,183,679,,1208,66,644,,,15,15,,,,,,,,,KY,1750,116.666666667,1274,84.933333333,KY@1006@10122,,SY16-17,,208,0.624624625,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,7/1/2016,7,2016,100,,100,0,,1985,0,0,,1923,0,0,,,21,21,,,,,,,,,KY,1985,94.523809524,1923,91.571428571,KY@1000@10243,,SY16-17,,100,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,8/1/2016,8,2016,95,,95,0,,2593,0,0,,2604,0,0,,,31,31,,,,,,,,,KY,2593,83.645161290,2604,84,KY@1000@10243,,SY16-17,,95,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,9/1/2016,9,2016,81,,81,0,,2358,0,0,,2378,0,0,,,30,30,,,,,,,,,KY,2358,78.6,2378,79.266666667,KY@1000@10243,,SY16-17,,81,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,10/1/2016,10,2016,76,,76,0,,2018,0,0,,2244,0,0,,,31,31,,,,,,,,,KY,2018,65.096774194,2244,72.387096774,KY@1000@10243,,SY16-17,,76,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,11/1/2016,11,2016,75,,75,0,,1929,0,0,,1929,0,0,,,26,26,,,,,,,,,KY,1929,74.192307692,1929,74.192307692,KY@1000@10243,,SY16-17,,75,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,12/1/2016,12,2016,75,,75,0,,750,0,0,,750,0,0,,,10,10,,,,,,,,,KY,750,75,750,75,KY@1000@10243,,SY16-17,,75,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,1/1/2017,1,2017,118,,118,0,,2642,0,0,,2508,0,0,,,24,24,,,,,,,,,KY,2642,110.083333333,2508,104.5,KY@1000@10243,,SY16-17,,118,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,2/1/2017,2,2017,107,,107,0,,2727,0,0,,2796,0,0,,,28,28,,,,,,,,,KY,2727,97.392857143,2796,99.857142857,KY@1000@10243,,SY16-17,,107,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,3/1/2017,3,2017,97,,97,0,,2707,0,0,,2805,0,0,,,31,31,,,,,,,,,KY,2707,87.322580645,2805,90.483870968,KY@1000@10243,,SY16-17,,97,1,,,,,,,,
Appalachian Challenge Academy,10243,1000,Appalachian Challenge Academy,KY,HARLAN COUNTY,Grays Knob,40829,465 Grays Drive,,,,N,,,,,4/1/2017,4,2017,87,,87,0,,2524,0,0,,2525,0,0,,,30,30,,,,,,,,,KY,2524,84.133333333,2525,84.166666667,KY@1000@10243,,SY16-17,,87,1,,,,,,,,
Charles Russell Elementary School,10010,1000,Ashland Independent,KY,BOYD COUNTY,ASHLAND,41101-6472,1100 RUSSELL ST,,,,Y,,,,,8/1/2016,8,2016,308,,247,0,,2703,0,663,,1447,0,355,,,16,16,,,,,,,,,KY,2703,168.9375,1447,90.4375,KY@1000@10010,210015000031,SY16-17,,247,0.803030303,,,,,,,,
Paul G Blazer High School,10010,1002,Ashland Independent,KY,BOYD COUNTY,ASHLAND,41102,1500 BLAZER BLVD,,,,Y,,,,,8/1/2016,8,2016,906,,728,0,,7580,0,1859,,1614,0,396,,,16,16,,,,,,,,,KY,7580,473.75,1614,100.875,KY@1002@10010,210015000022,SY16-17,,728,0.803051171,,,,,,,,
Hager Elementary School,10010,1004,Ashland Independent,KY,BOYD COUNTY,ASHLAND,41101-4580,1600 BLACKBURN AVE,,,,Y,,,,,8/1/2016,8,2016,341,,274,0,,2980,0,731,,1657,0,407,,,16,16,,,,,,,,,KY,2980,186.25,1657,103.5625,KY@1004@10010,210015000026,SY16-17,,274,0.803018054,,,,,,,,
