BAB Implementation Date from Grants Data,Breakfast Delivery Model from Other Source-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Grants Data-Standardized,School Type-Standardized,School Level-Standardized,FR Enrollment Percentage,FR Enrollment,Target Area,NCES ID,District ID,District Name,Unique ID,FR Breakfast ADP,FR Breakfast Meals,FR Lunch ADP,FR Lunch Meals,State-Reporting,"BAB Implementation Date Other Source, Note Source Here",BAB Implementation Date from Other Source,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Campaign Tracking Data,"Breakfast Delivery Model from Other Source, Note Source Here",Breakfast Delivery Model from Other Source-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Meals-Paid,Lunch Meals-Paid,Enrollment-Paid,Enrollment-Total,Claim Year,Claim Month,Claim Date,Universal Free (Y/N),Provision 3 (Y/N),Provision 2 (Y/N),Provision 1 (Y/N),CEP (Y/N),School Type-Original,School Level-Original,Street Address-Line 2,Street Address-Line 1,Zip Code,City,County,State-Physical,School Name,School ID,School Year,Operating Days-Breakfast Only,Operating Days-Lunch Only,Enrollment-Free,Enrollment-Reduced,Breakfast Meals-Free,Lunch Meals-Free,Breakfast Meals-Reduced,Lunch Meals-Reduced,Enrollment-Free and Reduced,Operating Days,Breakfast Meals-Free and Reduced,Lunch Meals-Free and Reduced
,,,,,,,,,797,,,2602-000,FOUNTAIN LAKE,AR@000@2602-000,155.078651685,27604,493.252808989,87799,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,670,127,24413,75629,3191,12170,,,,
,,,,,,,,,107,,,6640-000,FUTURE SCHOOL,AR@000@6640-000,4.943502825,875,30.096045198,5327,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,177,93,14,802,4821,73,506,,,,
,,,,,,,,,645,,,4602-000,GENOA CENTRAL,AR@000@4602-000,166.385057471,28951,283.821839080,49385,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,174,483,162,24953,39201,3998,10184,,,,
,,,,,,,,,1082,,,0403-000,GENTRY,AR@000@0403-000,408.702247191,72749,652.595505618,116162,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,783,299,53153,83681,19596,32481,,,,
,,,,,,,,,630,,,3002-000,GLEN ROSE,AR@000@3002-000,199.531428571,34918,381.931428571,66838,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,516,114,30983,57692,3935,9146,,,,
,,,,,,,,,1166,,,4708-000,GOSNELL,AR@000@4708-000,401.134831461,71402,729.730337079,129892,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,943,223,60810,106594,10592,23298,,,,
,,,,,,,,,1060,,,0404-000,GRAVETTE,AR@000@0404-000,603.589887640,107439,703.292134831,125186,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,828,232,84981,97901,22458,27285,,,,
,,,,,,,,,1138,,,0803-000,GREEN FOREST,AR@000@0803-000,654.132947977,113165,859.005780347,148608,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,173,173,950,188,98158,126925,15007,21683,,,,
,,,,,,,,,1582,,,2303-000,GREENBRIER,AR@000@2303-000,566.837078652,100897,952.792134831,169597,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,1245,337,84661,139096,16236,30501,,,,
,,,,,,,,,2369,,,2807-000,GREENE COUNTY TECH,AR@000@2807-000,895.937142857,156789,1191.914285714,208585,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,1758,611,125510,167940,31279,40645,,,,
,,,,,,,,,627,,,7204-000,GREENLAND,AR@000@7204-000,283.258426966,50420,400.533707865,71295,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,501,126,45453,61592,4967,9703,,,,
,,,,,,,,,1589,,,6602-000,GREENWOOD,AR@000@6602-000,495.589887640,88215,957.415730337,170420,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,1183,406,70099,130116,18116,40304,,,,
,,,,,,,,,635,,,1003-000,GURDON,AR@000@1003-000,238.790697674,41072,371.447674419,63889,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,172,172,535,100,37494,56371,3578,7518,,,,
,,,,,,,,,301,,,2304-000,GUY-PERKINS,AR@000@2304-000,154.537142857,27044,175.005714286,30626,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,240,61,23501,26623,3543,4003,,,,
,,,,,,,,,579,,,6603-000,HACKETT,AR@000@6603-000,254.494382022,45300,402.348314607,71618,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,579,0,45300,71618,0,0,,,,
,,,,,,,,,1171,,,0203-000,HAMBURG,AR@000@0203-000,469.132183908,81629,924.356321839,160838,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,174,966,205,69507,135430,12122,25408,,,,
,,,,,,,,,521,,,0701-000,HAMPTON,AR@000@0701-000,190.142857143,34606,312.994505495,56965,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,182,182,418,103,29984,48365,4622,8600,,,,
,,,,,,,,,632,,,5205-000,HARMONY-GROVE,AR@000@5205-000,267.931818182,47156,436.056818182,76746,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,470,162,37910,60251,9246,16495,,,,
,,,,,,,,,541,,,6304-000,HARMONY GROVE,AR@000@6304-000,164.363636364,28928,316.068181818,55628,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,414,127,24624,44453,4304,11175,,,,
,,,,,,,,,905,,,5602-000,HARRISBURG,AR@000@5602-000,477.647398844,82633,637.254335260,110245,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,173,173,759,146,69532,92430,13101,17815,,,,
,,,,,,,,,1577,,,0503-000,HARRISON,AR@000@0503-000,505.176136364,88911,947.338983051,167679,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,177,1253,324,76635,139392,12276,28287,,,,
,,,,,,,,,599,,,5903-000,HAZEN,AR@000@5903-000,186.734104046,32305,320.160919540,55708,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,173,174,505,94,26713,45316,5592,10392,,,,
,,,,,,,,,1161,,,1202-000,HEBER SPRINGS,AR@000@1202-000,389.578651685,69345,689.280898876,122692,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,900,261,58596,100873,10749,21819,,,,
,,,,,,,,,505,,,5803-000,HECTOR,AR@000@5803-000,188.556179775,33563,273.275280899,48643,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,482,23,33563,48643,0,0,,,,
,,,,,,,,,1414,,,5403-000,HELENA-WEST HELENA,AR@000@5403-000,868.022099448,157112,1108.806629834,200694,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,181,181,1414,0,157112,200694,0,0,,,,
,,,,,,,,,411,,,0601-000,HERMITAGE,AR@000@0601-000,224.965714286,39369,320.582857143,56102,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,411,0,39369,56102,0,0,,,,
,,,,,,,,,1254,,,6804-000,HIGHLAND,AR@000@6804-000,631.933333333,113748,900.994444444,162179,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,180,180,1026,228,97413,134834,16335,27345,,,,
,,,,,,,,,346,,,3809-000,HILLCREST,AR@000@3809-000,180.005714286,31501,236.074285714,41313,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,277,69,26110,33332,5391,7981,,,,
,,,,,,,,,2400,,,2903-000,HOPE,AR@000@2903-000,952.564971751,168604,1481.299435028,262190,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,177,2400,0,168604,262190,0,0,,,,
,,,,,,,,,709,,,6703-000,HORATIO,AR@000@6703-000,220.858757062,39092,466.768361582,82618,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,177,597,112,33538,71112,5554,11506,,,,
,,,,,,,,,3775,,,2603-000,HOT SPRINGS,AR@000@2603-000,2015.926553672,356819,2388.033898305,422682,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,177,3775,0,356819,422682,0,0,,,,
,,,,,,,,,735,,,3804-000,HOXIE,AR@000@3804-000,334.051136364,58793,549.119318182,96645,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,735,0,58793,96645,0,0,,,,
,,,,,,,,,1715,,,4401-000,HUNTSVILLE,AR@000@4401-000,544.011363636,95746,995.4375,175197,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,1362,353,81082,144435,14664,30762,,,,
,,,,,,,,,65,,,3840-000,IMBODE CHARTER,AR@000@3840-000,32.460674157,5778,35.488636364,6246,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,176,52,13,4110,4443,1668,1803,,,,
,,,,,,,,,427,,,3306-000,IZARD CONSOLIDATED,AR@000@3306-000,202.148571429,35376,279.274285714,48873,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,362,65,30084,40792,5292,8081,,,,
,,,,,,,,,725,,,3405-000,JACKSON COUNTY,AR@000@3405-000,309.799065421,66297,358.289719626,76674,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,214,214,578,147,54936,62901,11361,13773,,,,
,,,,,,,,,3179,,,6004-000,JACKSONVILLE NORTH PULASKI,AR@000@6004-000,2187.971910112,389459,2348.247191011,417988,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,3179,0,389459,417988,0,0,,,,
,,,,,,,,,656,,,5102-000,JASPER,AR@000@5102-000,421.701657459,76328,462.651933702,83740,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,181,181,540,116,64931,71258,11397,12482,,,,
,,,,,,,,,674,,,2604-000,JESSIEVILLE,AR@000@2604-000,380.281609195,66169,460.839080460,80186,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,174,526,148,51393,62164,14776,18022,,,,
,,,,,,,,,5724,,,1608-000,JONESBORO,AR@000@1608-000,3518.528409091,619261,4421.267045455,778143,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,5724,0,619261,778143,0,0,,,,
,,,,,,,,,494,,,7003-000,JUNCTION CITY,AR@000@7003-000,166.454545455,29296,355.863636364,62632,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,424,70,28083,55000,1213,7632,,,,
,,,,,,,,,1339,,,5440-000,KIPP DELTA,AR@000@5440-000,1045.822222222,188248,1143.638888889,205855,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,180,180,1339,0,188248,205855,0,0,,,,
,,,,,,,,,308,,,5503-000,KIRBY,AR@000@5503-000,81.163742690,13879,173.391812865,29650,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,171,171,251,57,12035,26209,1844,3441,,,,
,,,,,,,,,579,,,3704-000,LAFAYETTE,AR@000@3704-000,296.960227273,52265,438.482954545,77173,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,554,25,50913,74538,1352,2635,,,,
,,,,,,,,,2795,,,2605-000,LAKE HAMILTON,AR@000@2605-000,883.193370166,159858,1828.022099448,330872,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,181,181,2246,549,136073,271153,23785,59719,,,,
,,,,,,,,,909,,,0903-000,LAKESIDE-CHICOT,AR@000@0903-000,727.882022472,129563,755.713483146,134517,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,824,85,119020,119928,10543,14589,,,,
,,,,,,,,,1171,,,2606-000,LAKESIDE-GARLAND,AR@000@2606-000,496.797752809,88430,1026.769662921,182765,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,969,202,77572,154824,10858,27941,,,,
,,,,,,,,,1022,,,3604-000,LAMAR,AR@000@3604-000,359.685393258,64024,640.466292135,114003,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,837,185,55960,98197,8064,15806,,,,
,,,,,,,,,544,,,6605-000,LAVACA,AR@000@6605-000,246.497237569,44616,334.961325967,60628,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,181,181,422,122,36773,49439,7843,11189,,,,
,,,,,,,,,745,,,3810-000,LAWRENCE COUNTY,AR@000@3810-000,291.731428571,51053,376.308571429,65854,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,580,165,43488,56038,7565,9816,,,,
,,,,,,,,,313,,,0506-000,LEAD HILL,AR@000@0506-000,190.919540230,33220,259.982758621,45237,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,174,245,68,27973,36283,5247,8954,,,,
,,,,,,,,,700,,,3904-000,LEE COUNTY,AR@000@3904-000,414.725146199,70918,609.807017544,104277,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,171,171,700,0,70918,104277,0,0,,,,
,,,,,,,,,209,,,6056-000,LIGHTHOUSE ACAD. CENT AR SD,AR@000@6056-000,140.090425532,26337,150.558510638,28305,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,188,188,209,0,26337,28305,0,0,,,,
,,,,,,,,,578,,,6050-000,LIGHTHOUSE ACADEMICS,AR@000@6050-000,108.224598930,20238,295.727272727,55301,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,187,187,465,113,17911,48210,2327,7091,,,,
,,,,,,,,,313,,,3541-000,LIGHTHOUSE ACADEMIES,AR@000@3541-000,112.159574468,21086,224.984042553,42297,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,188,188,313,0,21086,42297,0,0,,,,
,,,,,,,,,932,,,7205-000,LINCOLN CONSOLIDATED,AR@000@7205-000,612.784530387,110914,644.325966851,116623,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,181,181,718,214,86735,92353,24179,24270,,,,
,,,,,,,,,18951,,,6001-000,LITTLE ROCK,AR@000@6001-000,8305.545454545,1461776,10576.556818182,1861474,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,17322,1629,1346513,1704727,115263,156747,,,,
,,,,,,,,,1266,,,6041-000,LITTLE SCHOLARS OF AR,AR@000@6041-000,211.719101124,37686,608.185393258,108257,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,1021,245,30226,89737,7460,18520,,,,
,,,,,,,,,1374,,,4301-000,LONOKE,AR@000@4301-000,512.411764706,87110,841.252941176,143013,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,170,170,1130,244,76923,124231,10187,18782,,,,
,,,,,,,,,537,,,4202-000,MAGAZINE,AR@000@4202-000,247.692737430,44337,369.905027933,66213,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,179,179,418,119,36984,53273,7353,12940,,,,
,,,,,,,,,414,,,3003-000,MAGNET COVE,AR@000@3003-000,142.228571429,24890,233.371428571,40840,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,322,92,20038,32343,4852,8497,,,,
,,,,,,,,,2134,,,1402-000,MAGNOLIA,AR@000@1402-000,819.709497207,146728,1528.726256983,273642,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,179,179,1925,209,138212,252331,8516,21311,,,,
,,,,,,,,,1736,,,3004-000,MALVERN SPECIAL,AR@000@3004-000,642.842696629,114426,1154.724719101,205541,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,1496,240,102970,180436,11456,25105,,,,
,,,,,,,,,430,,,2501-000,MAMMOTH SPRING,AR@000@2501-000,155.050561798,27599,248.022471910,44148,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,345,85,23405,37717,4194,6431,,,,
,,,,,,,,,830,,,4712-000,MANILA,AR@000@4712-000,266.438202247,47426,439.516853933,78234,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,653,177,40734,66342,6692,11892,,,,
,,,,,,,,,609,,,6606-000,MANSFIELD,AR@000@6606-000,203.842696629,36284,325.292134831,57902,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,471,138,31039,47461,5245,10441,,,,
,,,,,,,,,2908,,,1804-000,MARION,AR@000@1804-000,1046.185393258,186221,1905.657303371,339207,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,2398,510,163391,288491,22830,50716,,,,
,,,,,,,,,468,,,5604-000,MARKED TREE,AR@000@5604-000,256.580459770,44645,317.551724138,55254,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,174,377,91,37941,46797,6704,8457,,,,
,,,,,,,,,553,,,2803-000,MARMADUKE,AR@000@2803-000,233.948863636,41175,385.323863636,67817,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,430,123,33339,54434,7836,13383,,,,
,,,,,,,,,390,,,5404-000,MARVELL,AR@000@5404-000,227.630769231,44388,299.733333333,58448,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,195,195,390,0,44388,58448,0,0,,,,
,,,,,,,,,825,,,2305-000,MAYFLOWER,AR@000@2305-000,315.697802198,57457,441.285714286,80314,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,182,182,658,167,48571,65889,8886,14425,,,,
,,,,,,,,,395,,,6102-000,MAYNARD,AR@000@6102-000,162.689655172,28308,282.424418605,48577,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,172,305,90,22524,37473,5784,11104,,,,
,,,,,,,,,432,,,7403-000,MCCRORY,AR@000@7403-000,149.705555556,26947,290.261111111,52247,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,180,180,359,73,23322,44369,3625,7878,,,,
,,,,,,,,,1314,,,2105-000,MCGEHEE SPECIAL,AR@000@2105-000,567.209039548,100396,713.202247191,126950,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,178,1314,0,100396,126950,0,0,,,,
,,,,,,,,,635,,,3302-000,MELBOURNE,AR@000@3302-000,254.443181818,44782,362.193181818,63746,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,506,129,37667,53233,7115,10513,,,,
,,,,,,,,,1308,,,5703-000,MENA,AR@000@5703-000,543.308988764,96709,914.589887640,162797,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,1050,258,81155,132034,15554,30763,,,,
,,,,,,,,,580,,,3211-000,MIDLAND,AR@000@3211-000,250.331460674,44559,300.331460674,53459,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,580,0,44559,53459,0,0,,,,
,,,,,,,,,371,,,3104-000,MINERAL SPRINGS,AR@000@3104-000,220.903409091,38879,286.3125,50391,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,371,0,38879,50391,0,0,,,,
,,,,,,,,,1309,,,2203-000,MONTICELLO,AR@000@2203-000,401.685714286,70295,652.32,114156,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,1125,184,67062,106514,3233,7642,,,,
,,,,,,,,,394,,,4902-000,MOUNT IDA,AR@000@4902-000,128.331428571,22458,250.965714286,43919,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,305,89,19243,34266,3215,9653,,,,
,,,,,,,,,2147,,,0303-000,MOUNTAIN HOME,AR@000@0303-000,617.354285714,108037,1328.32,232456,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,1708,439,93913,193809,14124,38647,,,,
,,,,,,,,,509,,,2607-000,MOUNTAIN PINE,AR@000@2607-000,228.820224719,40730,324.825842697,57819,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,437,72,35789,50233,4941,7586,,,,
,,,,,,,,,1181,,,6901-000,MOUNTAIN VIEW,AR@000@6901-000,390.707865169,69546,812.679775281,144657,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,972,209,62041,123861,7505,20796,,,,
,,,,,,,,,679,,,1703-000,MOUNTAINBURG,AR@000@1703-000,333.184357542,59640,370.871508380,66386,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,179,179,679,0,59640,66386,0,0,,,,
,,,,,,,,,306,,,2306-000,MOUNT VERNON-ENOLA,AR@000@2306-000,160.795454545,28300,220.517045455,38811,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,275,31,25741,34929,2559,3882,,,,
,,,,,,,,,428,,,1704-000,MULBERRY,AR@000@1704-000,326.617977528,58138,364.646067416,64907,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,428,0,58138,64907,0,0,,,,
,,,,,,,,,1461,,,3105-000,NASHVILLE,AR@000@3105-000,796.276836158,140941,1023.5,182183,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,178,1197,264,118740,153040,22201,29143,,,,
,,,,,,,,,352,,,1503-000,NEMO VISTA,AR@000@1503-000,143.407216495,27821,222.551546392,43175,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,194,194,270,82,22335,34098,5486,9077,,,,
,,,,,,,,,2601,,,1611-000,NETTLETON,AR@000@1611-000,1081.365714286,189239,1827.211428571,319762,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,2157,444,164063,271641,25176,48121,,,,
,,,,,,,,,292,,,5008-000,NEVADA,AR@000@5008-000,122.096045198,21611,222.278409091,39121,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,176,292,0,21611,39121,0,0,,,,
,,,,,,,,,1215,,,3403-000,NEWPORT,AR@000@3403-000,597.022727273,105076,967.0625,170203,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,1215,0,105076,170203,0,0,,,,
,,,,,,,,,345,,,0304-000,NORFORK,AR@000@0304-000,174.988505747,30448,252.142857143,44125,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,175,286,59,26905,37599,3543,6526,,,,
,,,,,,,,,8128,,,6002-000,NORTH LITTLE ROCK,AR@000@6002-000,3232.931818182,568996,4955.75,872212,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,7698,430,564155,857906,4841,14306,,,,
,,,,,,,,,353,,,0504-000,OMAHA,AR@000@0504-000,199.491329480,34512,129.427325581,44523,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,173,344,283,70,30164,38163,4348,6360,,,,
,,,,,,,,,1293,,,4713-000,OSCEOLA,AR@000@4713-000,654.113636364,115124,865.534090909,152334,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,176,176,1133,160,101154,133737,13970,18597,,,,
,,,,,,,,,585,,,5706-000,OUACHITA RIVER,AR@000@5706-000,235.910112360,41992,385.415730337,68604,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,460,125,35334,54678,6658,13926,,,,
,,,,,,,,,294,,,3005-000,OUACHITA,AR@000@3005-000,135.988304094,23254,206.426900585,35299,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,171,171,232,62,20728,29629,2526,5670,,,,
,,,,,,,,,139,,,7241-000,OZARK EDUCATION INC.,AR@000@7241-000,17.705555556,3187,60.811111111,10946,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,180,180,110,29,3003,9512,184,1434,,,,
,,,,,,,,,551,,,6505-000,OZARK MOUNTAIN,AR@000@6505-000,244.683908046,42575,384.091954023,66832,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,174,416,135,32500,48895,10075,17937,,,,
,,,,,,,,,1160,,,2404-000,OZARK,AR@000@2404-000,537.792134831,95727,711.623595506,126669,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,958,202,81386,106494,14341,20175,,,,
,,,,,,,,,732,,,6205-000,PALESTINE/WHEATLEY,AR@000@6205-000,120.779661017,21378,315.033898305,55761,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,177,605,127,19238,48230,2140,7531,,,,
,,,,,,,,,470,,,7309-000,PANGBURN,AR@000@7309-000,215.672316384,38174,317.491525424,56196,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,177,362,108,31812,45391,6362,10805,,,,
,,,,,,,,,2647,,,2808-000,PARAGOULD,AR@000@2808-000,1050.222857143,183789,1661.588571429,290778,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,175,2153,494,158887,247179,24902,43599,,,,
,,,,,,,,,1123,,,4203-000,PARIS,AR@000@4203-000,506.078651685,90082,618.949438202,110173,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,1123,0,90082,110173,0,0,,,,
,,,,,,,,,409,,,7007-000,PARKERS CHAPEL,AR@000@7007-000,113.891428571,19931,224.448863636,39503,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,175,176,316,93,15691,29548,4240,9955,,,,
,,,,,,,,,997,,,0407-000,PEA RIDGE,AR@000@0407-000,367.994382022,65503,593.623595506,105665,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,726,271,51571,82866,13932,22799,,,,
,,,,,,,,,577,,,5303-000,PERRYVILLE,AR@000@5303-000,170.475675676,31538,374.156756757,69219,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,185,185,458,119,28934,56586,2604,12633,,,,
,,,,,,,,,5498,,,1104-000,PIGGOTT,AR@000@1104-000,220.643678161,38392,355.339080460,61829,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,174,174,4216,1282,30577,48373,7815,13456,,,,
,,,,,,,,,3742,,,3505-000,PINE BLUFF,AR@000@3505-000,1941.308988764,345553,2701.078651685,480792,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,3742,0,345553,480792,0,0,,,,
,,,,,,,,,1326,,,6103-000,POCAHONTAS,AR@000@6103-000,607.819209040,107584,943.790960452,167051,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,177,177,1025,301,89363,134567,18221,32484,,,,
,,,,,,,,,965,,,5804-000,POTTSVILLE,AR@000@5804-000,248.623595506,44255,534.713483146,95179,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SY17-18,178,178,764,201,36953,77182,7302,17997,,,,
