State-Physical,School Name,School ID,District Name,District ID,County,Claim Date,Unique ID,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Lunch Only,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Operating Days-Breakfast Only,Street Address-Line 1,City,Zip Code,ISP
,Turner Primary School,853,RSU 52/MSAD 52,847,Androscoggin,4/1/2019,ME@853@847,,PK-2,Public,,,,,,4,2019,279,,69,25,,,,,,,,,,,,,ME,1210,71.176470588,874,51.411764706,231416000027,SY18-19,,94,,Primary,Public,,,,,,,928,282,1151,17,688,186,889,17,59 Cobb Road,Turner,4282,0.187725632
,Turner Elementary School,852,RSU 52/MSAD 52,847,Androscoggin,4/1/2019,ME@852@847,,3-6,Public,,,,,,4,2019,276,,73,24,,,,,,,,,,,,,ME,1457,85.705882353,1121,65.941176471,231416000660,SY18-19,,97,,Primary,Public,,,,,,,1085,372,1481,17,843,278,732,17,91 Matthews Way,Turner,4282,0.188612100
,Tripp Middle School,850,RSU 52/MSAD 52,847,Androscoggin,4/1/2019,ME@850@847,,7-8,Public,,,,,,4,2019,292,,78,22,,,,,,,,,,,,,ME,1241,73,1027,60.411764706,231416000656,SY18-19,,100,,Middle,Public,,,,,,,1019,222,1281,17,848,179,732,17,65 Matthews Way,Turner,4282,0.221088435
,Leeds Central School,849,RSU 52/MSAD 52,847,Androscoggin,4/1/2019,ME@849@847,,PK-6,Public,,,,,,4,2019,201,,78,25,,,,,,,,,,,,,ME,1350,79.411764706,911,53.588235294,231416000659,SY18-19,,103,,Primary,Public,,,,,,,1018,332,863,17,708,203,451,17,1185 Route 106,Leeds,4263,0.305
,Leavitt Area High School,851,RSU 52/MSAD 52,847,Androscoggin,4/1/2019,ME@851@847,,9-12,Public,,,,,,4,2019,579,,122,59,,,,,,,,,,,,,ME,2022,118.941176471,1293,76.058823529,231416000658,SY18-19,,181,,High,Public,,,,,,,1417,605,2617,17,930,363,722,17,21 Matthews Way,Turner,4282,0.127433628
,Greene Central School,848,RSU 52/MSAD 52,847,Androscoggin,4/1/2019,ME@848@847,,PK-6,Public,,,,,,4,2019,383,,105,51,,,,,,,,,,,,,ME,2001,117.705882353,1439,84.647058824,231416000657,SY18-19,,156,,Primary,Public,,,,,,,1425,576,1661,17,1064,375,1075,17,41 Main Street,Greene,4236,0.225388601
,Turner Primary School,853,RSU 52/MSAD 52,847,Androscoggin,3/1/2019,ME@853@847,,PK-2,Public,,,,,,3,2019,279,,69,25,,,,,,,,,,,,,ME,1297,68.263157895,969,51,231416000027,SY18-19,,94,,Primary,Public,,,,,,,963,334,1257,19,762,207,1033,19,59 Cobb Road,Turner,4282,0.187725632
,Turner Elementary School,852,RSU 52/MSAD 52,847,Androscoggin,3/1/2019,ME@852@847,,3-6,Public,,,,,,3,2019,276,,73,24,,,,,,,,,,,,,ME,1595,83.947368421,1204,63.368421053,231416000660,SY18-19,,97,,Primary,Public,,,,,,,1204,391,1575,19,923,281,817,19,91 Matthews Way,Turner,4282,0.188612100
,Tripp Middle School,850,RSU 52/MSAD 52,847,Androscoggin,3/1/2019,ME@850@847,,7-8,Public,,,,,,3,2019,292,,78,22,,,,,,,,,,,,,ME,1392,73.263157895,1182,62.210526316,231416000656,SY18-19,,100,,Middle,Public,,,,,,,1150,242,1304,19,969,213,790,19,65 Matthews Way,Turner,4282,0.221088435
,Leeds Central School,849,RSU 52/MSAD 52,847,Androscoggin,3/1/2019,ME@849@847,,PK-6,Public,,,,,,3,2019,201,,78,25,,,,,,,,,,,,,ME,1472,77.473684211,1000,52.631578947,231416000659,SY18-19,,103,,Primary,Public,,,,,,,1108,364,1010,19,778,222,568,19,1185 Route 106,Leeds,4263,0.305
,Leavitt Area High School,851,RSU 52/MSAD 52,847,Androscoggin,3/1/2019,ME@851@847,,9-12,Public,,,,,,3,2019,579,,122,59,,,,,,,,,,,,,ME,2308,121.473684211,1451,76.368421053,231416000658,SY18-19,,181,,High,Public,,,,,,,1642,666,2819,19,1042,409,816,19,21 Matthews Way,Turner,4282,0.127433628
,Greene Central School,848,RSU 52/MSAD 52,847,Androscoggin,3/1/2019,ME@848@847,,PK-6,Public,,,,,,3,2019,383,,105,51,,,,,,,,,,,,,ME,2295,120.789473684,1615,85,231416000657,SY18-19,,156,,Primary,Public,,,,,,,1617,678,1718,19,1171,444,1125,19,41 Main Street,Greene,4236,0.225388601
,Turner Primary School,853,RSU 52/MSAD 52,847,Androscoggin,2/1/2019,ME@853@847,,PK-2,Public,,,,,,2,2019,279,,69,25,,,,,,,,,,,,,ME,956,68.285714286,652,50.153846154,231416000027,SY18-19,,94,,Primary,Public,,,,,,,698,258,892,14,506,146,740,13,59 Cobb Road,Turner,4282,0.187725632
,Turner Elementary School,852,RSU 52/MSAD 52,847,Androscoggin,2/1/2019,ME@852@847,,3-6,Public,,,,,,2,2019,276,,73,24,,,,,,,,,,,,,ME,1166,83.285714286,921,65.785714286,231416000660,SY18-19,,97,,Primary,Public,,,,,,,887,279,1119,14,708,213,546,14,91 Matthews Way,Turner,4282,0.188612100
,Tripp Middle School,850,RSU 52/MSAD 52,847,Androscoggin,2/1/2019,ME@850@847,,7-8,Public,,,,,,2,2019,292,,78,22,,,,,,,,,,,,,ME,1004,71.714285714,813,58.071428571,231416000656,SY18-19,,100,,Middle,Public,,,,,,,818,186,964,14,651,162,553,14,65 Matthews Way,Turner,4282,0.221088435
,Leeds Central School,849,RSU 52/MSAD 52,847,Androscoggin,2/1/2019,ME@849@847,,PK-6,Public,,,,,,2,2019,201,,78,25,,,,,,,,,,,,,ME,1068,76.285714286,684,52.615384615,231416000659,SY18-19,,103,,Primary,Public,,,,,,,819,249,717,14,529,155,386,13,1185 Route 106,Leeds,4263,0.305
,Leavitt Area High School,851,RSU 52/MSAD 52,847,Androscoggin,2/1/2019,ME@851@847,,9-12,Public,,,,,,2,2019,579,,122,59,,,,,,,,,,,,,ME,1636,116.857142857,987,70.5,231416000658,SY18-19,,181,,High,Public,,,,,,,1134,502,2084,14,723,264,548,14,21 Matthews Way,Turner,4282,0.127433628
,Greene Central School,848,RSU 52/MSAD 52,847,Androscoggin,2/1/2019,ME@848@847,,PK-6,Public,,,,,,2,2019,383,,105,51,,,,,,,,,,,,,ME,1637,116.928571429,1076,82.769230769,231416000657,SY18-19,,156,,Primary,Public,,,,,,,1103,534,1214,14,751,325,782,13,41 Main Street,Greene,4236,0.225388601
,Turner Primary School,853,RSU 52/MSAD 52,847,Androscoggin,1/1/2019,ME@853@847,,PK-2,Public,,,,,,1,2019,279,,69,25,,,,,,,,,,,,,ME,1144,67.294117647,785,49.0625,231416000027,SY18-19,,94,,Primary,Public,,,,,,,823,321,1098,17,601,184,942,16,59 Cobb Road,Turner,4282,0.187725632
,Turner Elementary School,852,RSU 52/MSAD 52,847,Androscoggin,1/1/2019,ME@852@847,,3-6,Public,,,,,,1,2019,276,,73,24,,,,,,,,,,,,,ME,1459,85.823529412,1113,65.470588235,231416000660,SY18-19,,97,,Primary,Public,,,,,,,1115,344,1323,17,868,245,610,17,91 Matthews Way,Turner,4282,0.188612100
,Tripp Middle School,850,RSU 52/MSAD 52,847,Androscoggin,1/1/2019,ME@850@847,,7-8,Public,,,,,,1,2019,292,,78,22,,,,,,,,,,,,,ME,1288,75.764705882,1013,63.3125,231416000656,SY18-19,,100,,Middle,Public,,,,,,,1058,230,1310,17,814,199,729,16,65 Matthews Way,Turner,4282,0.221088435
,Leeds Central School,849,RSU 52/MSAD 52,847,Androscoggin,1/1/2019,ME@849@847,,PK-6,Public,,,,,,1,2019,201,,78,25,,,,,,,,,,,,,ME,1372,80.705882353,835,52.1875,231416000659,SY18-19,,103,,Primary,Public,,,,,,,1034,338,880,17,621,214,488,16,1185 Route 106,Leeds,4263,0.305
,Leavitt Area High School,851,RSU 52/MSAD 52,847,Androscoggin,1/1/2019,ME@851@847,,9-12,Public,,,,,,1,2019,579,,122,59,,,,,,,,,,,,,ME,2086,122.705882353,1241,73,231416000658,SY18-19,,181,,High,Public,,,,,,,1416,670,2678,17,875,366,763,17,21 Matthews Way,Turner,4282,0.127433628
,Greene Central School,848,RSU 52/MSAD 52,847,Androscoggin,1/1/2019,ME@848@847,,PK-6,Public,,,,,,1,2019,383,,105,51,,,,,,,,,,,,,ME,2058,121.058823529,1455,90.9375,231416000657,SY18-19,,156,,Primary,Public,,,,,,,1388,670,1529,17,1037,418,1009,16,41 Main Street,Greene,4236,0.225388601
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,12/1/2018,ME@114@113,,KG-4,Public,,,,,,12,2018,533,,20,1,,,,,,,,,,,,,ME,255,18.214285714,130,9.285714286,230393000110,SY18-19,,21,,Primary,Public,,,,,,,249,6,2770,14,118,12,318,14,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,12/1/2018,ME@115@113,,5-8,Public,,,,,,12,2018,518,,14,3,,,,,,,,,,,,,ME,289,20.642857143,89,6.357142857,230393000109,SY18-19,,17,,Middle,Public,,,,,,,279,10,2403,14,89,0,182,14,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,11/1/2018,ME@114@113,,KG-4,Public,,,,,,11,2018,533,,20,1,,,,,,,,,,,,,ME,233,15.533333333,114,7.6,230393000110,SY18-19,,21,,Primary,Public,,,,,,,224,9,2523,15,102,12,291,15,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,11/1/2018,ME@115@113,,5-8,Public,,,,,,11,2018,518,,14,3,,,,,,,,,,,,,ME,289,19.266666667,111,7.4,230393000109,SY18-19,,17,,Middle,Public,,,,,,,274,15,2431,15,110,1,276,15,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Cape Elizabeth High School,116,Cape Elizabeth Public Schools,113,Cumberland,11/1/2018,ME@116@113,,9-12,Public,,,,,,11,2018,533,,12,6,,,,,,,,,,,,,ME,106,15.142857143,41,5.857142857,230393000108,SY18-19,,18,,High,Public,,,,,,,68,38,651,7,23,18,111,7,345 Ocean House Road Cape,Elizabeth,4107,0.027932961
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,10/1/2018,ME@114@113,,KG-4,Public,,,,,,10,2018,533,,20,1,,,,,,,,,,,,,ME,349,16.619047619,168,8,230393000110,SY18-19,,21,,Primary,Public,,,,,,,338,11,3702,21,162,6,425,21,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,10/1/2018,ME@115@113,,5-8,Public,,,,,,10,2018,518,,14,3,,,,,,,,,,,,,ME,434,20.666666667,163,7.761904762,230393000109,SY18-19,,17,,Middle,Public,,,,,,,385,49,2995,21,160,3,273,21,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Cape Elizabeth High School,116,Cape Elizabeth Public Schools,113,Cumberland,10/1/2018,ME@116@113,,9-12,Public,,,,,,10,2018,533,,12,6,,,,,,,,,,,,,ME,330,15.714285714,141,6.714285714,230393000108,SY18-19,,18,,High,Public,,,,,,,217,113,1789,21,74,67,216,21,345 Ocean House Road Cape,Elizabeth,4107,0.027932961
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,9/1/2018,ME@114@113,,KG-4,Public,,,,,,9,2018,533,,20,1,,,,,,,,,,,,,ME,317,16.684210526,162,8.526315789,230393000110,SY18-19,,21,,Primary,Public,,,,,,,299,18,2832,19,154,8,265,19,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,9/1/2018,ME@115@113,,5-8,Public,,,,,,9,2018,518,,14,3,,,,,,,,,,,,,ME,389,20.473684211,168,8.842105263,230393000109,SY18-19,,17,,Middle,Public,,,,,,,335,54,2550,19,153,15,173,19,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Cape Elizabeth High School,116,Cape Elizabeth Public Schools,113,Cumberland,9/1/2018,ME@116@113,,9-12,Public,,,,,,9,2018,533,,12,6,,,,,,,,,,,,,ME,297,16.5,100,5.555555556,230393000108,SY18-19,,18,,High,Public,,,,,,,199,98,1690,18,55,45,173,18,345 Ocean House Road Cape,Elizabeth,4107,0.027932961
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,6/1/2019,ME@114@113,,KG-4,Public,,,,,,6,2019,533,,20,1,,,,,,,,,,,,,ME,245,20.416666667,102,8.5,230393000110,SY18-19,,21,,Primary,Public,,,,,,,236,9,2865,12,92,10,298,12,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,6/1/2019,ME@115@113,,5-8,Public,,,,,,6,2019,518,,14,3,,,,,,,,,,,,,ME,237,19.75,98,8.166666667,230393000109,SY18-19,,17,,Middle,Public,,,,,,,222,15,1698,12,83,15,1698,12,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,5/1/2019,ME@114@113,,KG-4,Public,,,,,,5,2019,533,,20,1,,,,,,,,,,,,,ME,426,19.363636364,171,7.772727273,230393000110,SY18-19,,21,,Primary,Public,,,,,,,410,16,4364,22,154,17,644,22,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,5/1/2019,ME@115@113,,5-8,Public,,,,,,5,2019,518,,14,3,,,,,,,,,,,,,ME,398,18.090909091,127,5.772727273,230393000109,SY18-19,,17,,Middle,Public,,,,,,,375,23,3239,22,126,1,338,22,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,4/1/2019,ME@114@113,,KG-4,Public,,,,,,4,2019,533,,20,1,,,,,,,,,,,,,ME,289,18.0625,135,8.4375,230393000110,SY18-19,,21,,Primary,Public,,,,,,,280,9,2794,16,126,9,428,16,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,4/1/2019,ME@115@113,,5-8,Public,,,,,,4,2019,518,,14,3,,,,,,,,,,,,,ME,285,17.8125,109,6.8125,230393000109,SY18-19,,17,,Middle,Public,,,,,,,270,15,2395,16,109,0,220,16,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,3/1/2019,ME@114@113,,KG-4,Public,,,,,,3,2019,533,,20,1,,,,,,,,,,,,,ME,393,20.684210526,203,10.684210526,230393000110,SY18-19,,21,,Primary,Public,,,,,,,379,14,3543,19,188,15,533,19,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,3/1/2019,ME@115@113,,5-8,Public,,,,,,3,2019,518,,14,3,,,,,,,,,,,,,ME,398,20.947368421,129,6.789473684,230393000109,SY18-19,,17,,Middle,Public,,,,,,,381,17,2674,19,127,2,268,19,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,2/1/2019,ME@114@113,,KG-4,Public,,,,,,2,2019,533,,20,1,,,,,,,,,,,,,ME,248,17.714285714,136,9.714285714,230393000110,SY18-19,,21,,Primary,Public,,,,,,,237,11,2369,14,122,14,385,14,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,2/1/2019,ME@115@113,,5-8,Public,,,,,,2,2019,518,,14,3,,,,,,,,,,,,,ME,273,19.5,92,6.571428571,230393000109,SY18-19,,17,,Middle,Public,,,,,,,257,16,2209,14,92,0,183,14,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Pond Cove Elementary,114,Cape Elizabeth Public Schools,113,Cumberland,1/1/2019,ME@114@113,,KG-4,Public,,,,,,1,2019,533,,20,1,,,,,,,,,,,,,ME,359,19.944444444,166,9.222222222,230393000110,SY18-19,,21,,Primary,Public,,,,,,,343,16,3532,18,151,15,525,18,12 Scott Dyer Road Cape,Elizabeth,4107,0.050751880
,Cape Elizabeth Middle School,115,Cape Elizabeth Public Schools,113,Cumberland,1/1/2019,ME@115@113,,5-8,Public,,,,,,1,2019,518,,14,3,,,,,,,,,,,,,ME,397,22.055555556,100,5.555555556,230393000109,SY18-19,,17,,Middle,Public,,,,,,,372,25,2883,18,99,1,262,18,14 Scott Dyer Road Cape,Elizabeth,4107,0.023346304
,Cape Elizabeth High School,116,Cape Elizabeth Public Schools,113,Cumberland,1/1/2019,ME@116@113,,9-12,Public,,,,,,1,2019,533,,12,6,,,,,,,,,,,,,ME,0,,0,,230393000108,SY18-19,,18,,High,Public,,,,,,,0,0,0,0,0,0,0,0,345 Ocean House Road Cape,Elizabeth,4107,0.027932961
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,12/1/2018,ME@249@1665,,KG-8,Public,,,,,,12,2018,124,,31,10,,,,,,,,,,,,,ME,355,25.357142857,198,15.230769231,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,284,71,486,14,161,37,131,13,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,11/1/2018,ME@249@1665,,KG-8,Public,,,,,,11,2018,124,,31,10,,,,,,,,,,,,,ME,402,26.8,228,16.285714286,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,328,74,511,15,191,37,129,14,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,10/1/2018,ME@249@1665,,KG-8,Public,,,,,,10,2018,124,,31,10,,,,,,,,,,,,,ME,593,26.954545455,305,13.863636364,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,455,138,699,22,228,77,185,22,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,9/1/2018,ME@249@1665,,KG-8,Public,,,,,,9,2018,124,,31,10,,,,,,,,,,,,,ME,578,26.272727273,274,12.454545455,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,474,104,601,22,223,51,120,22,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,6/1/2019,ME@249@1665,,KG-8,Public,,,,,,6,2019,124,,31,10,,,,,,,,,,,,,ME,257,23.363636364,159,14.454545455,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,182,75,377,11,103,56,71,11,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,5/1/2019,ME@249@1665,,KG-8,Public,,,,,,5,2019,124,,31,10,,,,,,,,,,,,,ME,532,24.181818182,356,16.181818182,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,367,165,728,22,234,122,235,22,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,4/1/2019,ME@249@1665,,KG-8,Public,,,,,,4,2019,124,,31,10,,,,,,,,,,,,,ME,403,25.1875,245,15.3125,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,288,115,527,16,171,74,131,16,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,3/1/2019,ME@249@1665,,KG-8,Public,,,,,,3,2019,124,,31,10,,,,,,,,,,,,,ME,520,26,280,14,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,376,144,675,20,204,76,146,20,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,2/1/2019,ME@249@1665,,KG-8,Public,,,,,,2,2019,124,,31,10,,,,,,,,,,,,,ME,346,24.714285714,193,13.785714286,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,264,82,501,14,151,42,91,14,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Lamoine Consolidated School,249,Lamoine Public Schools,1665,Hancock,1/1/2019,ME@249@1665,,KG-8,Public,,,,,,1,2019,124,,31,10,,,,,,,,,,,,,ME,516,24.571428571,271,13.55,230725000186,SY18-19,,41,,Primary/Middle,Public,,,,,,,408,108,718,21,221,50,178,20,53 Lamoine Beach Road,Lamoine,4605,0.158333333
,Miles Lane School,106,RSU 25,1464,Hancock,12/1/2018,ME@106@1464,,1-4,Public,,,,,,12,2018,267,,142,26,,,,,,,,,,,,,ME,1557,119.769230769,579,44.538461538,231479601027,SY18-19,,168,,Primary,Public,,,,,,,1347,210,750,13,530,49,130,13,52 Miles Ln,Bucksport,4416,0.412878788
,G Herbert Jewett School,103,RSU 25,1464,Hancock,12/1/2018,ME@103@1464,,PK-KG,Public,,,,,,12,2018,133,,106,3,,,,,,,,,,,,,ME,931,71.615384615,786,60.461538462,231479600103,SY18-19,,109,,Primary,Public,,,,,,,900,31,269,13,783,3,118,13,66 Bridge St,Bucksport,4416,0.335877863
,Bucksport Middle School,107,RSU 25,1464,Hancock,12/1/2018,ME@107@1464,,5-8,Public,,,,,,12,2018,320,,149,25,,,,,,,,,,,,,ME,1721,122.928571429,805,57.5,231479600685,SY18-19,,174,,Middle,Public,,,,,,,1499,222,1044,14,703,102,238,14,100 Miles Lane,Bucksport,4416,0.300911854
,Bucksport High School,105,RSU 25,1464,Hancock,12/1/2018,ME@105@1464,,9-12,Public,,,,,,12,2018,356,,113,40,,,,,,,,,,,,,ME,974,69.571428571,548,42.153846154,231479600102,SY18-19,,153,,High,Public,,,,,,,758,216,890,14,440,108,320,13,102 Broadway,Bucksport,4416,0.193732194
,Miles Lane School,106,RSU 25,1464,Hancock,11/1/2018,ME@106@1464,,1-4,Public,,,,,,11,2018,267,,142,26,,,,,,,,,,,,,ME,1766,117.733333333,573,38.2,231479601027,SY18-19,,168,,Primary,Public,,,,,,,1529,237,820,15,520,53,137,15,52 Miles Ln,Bucksport,4416,0.412878788
,G Herbert Jewett School,103,RSU 25,1464,Hancock,11/1/2018,ME@103@1464,,PK-KG,Public,,,,,,11,2018,133,,106,3,,,,,,,,,,,,,ME,966,69,798,57,231479600103,SY18-19,,109,,Primary,Public,,,,,,,933,33,296,14,796,2,127,14,66 Bridge St,Bucksport,4416,0.335877863
,Bucksport Middle School,107,RSU 25,1464,Hancock,11/1/2018,ME@107@1464,,5-8,Public,,,,,,11,2018,320,,149,25,,,,,,,,,,,,,ME,1670,111.333333333,798,53.2,231479600685,SY18-19,,174,,Middle,Public,,,,,,,1419,251,999,15,695,103,236,15,100 Miles Lane,Bucksport,4416,0.300911854
,Bucksport High School,105,RSU 25,1464,Hancock,11/1/2018,ME@105@1464,,9-12,Public,,,,,,11,2018,356,,113,40,,,,,,,,,,,,,ME,1065,76.071428571,641,45.785714286,231479600102,SY18-19,,153,,High,Public,,,,,,,820,245,961,14,505,136,369,14,102 Broadway,Bucksport,4416,0.193732194
,Miles Lane School,106,RSU 25,1464,Hancock,10/1/2018,ME@106@1464,,1-4,Public,,,,,,10,2018,267,,142,26,,,,,,,,,,,,,ME,2612,118.727272727,939,42.681818182,231479601027,SY18-19,,168,,Primary,Public,,,,,,,2252,360,1054,22,841,98,220,22,52 Miles Ln,Bucksport,4416,0.412878788
,G Herbert Jewett School,103,RSU 25,1464,Hancock,10/1/2018,ME@103@1464,,PK-KG,Public,,,,,,10,2018,133,,106,3,,,,,,,,,,,,,ME,1684,76.545454545,1386,63,231479600103,SY18-19,,109,,Primary,Public,,,,,,,1639,45,380,22,1386,0,222,22,66 Bridge St,Bucksport,4416,0.335877863
,Bucksport Middle School,107,RSU 25,1464,Hancock,10/1/2018,ME@107@1464,,5-8,Public,,,,,,10,2018,320,,149,25,,,,,,,,,,,,,ME,2579,117.227272727,1321,60.045454545,231479600685,SY18-19,,174,,Middle,Public,,,,,,,2194,385,1374,22,1154,167,354,22,100 Miles Lane,Bucksport,4416,0.300911854
,Bucksport High School,105,RSU 25,1464,Hancock,10/1/2018,ME@105@1464,,9-12,Public,,,,,,10,2018,356,,113,40,,,,,,,,,,,,,ME,1637,74.409090909,921,41.863636364,231479600102,SY18-19,,153,,High,Public,,,,,,,1224,413,1459,22,711,210,458,22,102 Broadway,Bucksport,4416,0.193732194
,Miles Lane School,106,RSU 25,1464,Hancock,9/1/2018,ME@106@1464,,1-4,Public,,,,,,9,2018,267,,142,26,,,,,,,,,,,,,ME,2260,118.947368421,779,41,231479601027,SY18-19,,168,,Primary,Public,,,,,,,1958,302,924,19,704,75,160,19,52 Miles Ln,Bucksport,4416,0.412878788
,G Herbert Jewett School,103,RSU 25,1464,Hancock,9/1/2018,ME@103@1464,,PK-KG,Public,,,,,,9,2018,133,,106,3,,,,,,,,,,,,,ME,1426,75.052631579,1130,59.473684211,231479600103,SY18-19,,109,,Primary,Public,,,,,,,1392,34,283,19,1128,2,174,19,66 Bridge St,Bucksport,4416,0.335877863
,Bucksport Middle School,107,RSU 25,1464,Hancock,9/1/2018,ME@107@1464,,5-8,Public,,,,,,9,2018,320,,149,25,,,,,,,,,,,,,ME,2445,128.684210526,1144,60.210526316,231479600685,SY18-19,,174,,Middle,Public,,,,,,,2078,367,1253,19,990,154,295,19,100 Miles Lane,Bucksport,4416,0.300911854
,Bucksport High School,105,RSU 25,1464,Hancock,9/1/2018,ME@105@1464,,9-12,Public,,,,,,9,2018,356,,113,40,,,,,,,,,,,,,ME,1327,69.842105263,657,34.578947368,231479600102,SY18-19,,153,,High,Public,,,,,,,1021,306,1196,19,496,161,331,19,102 Broadway,Bucksport,4416,0.193732194
,Miles Lane School,106,RSU 25,1464,Hancock,6/1/2019,ME@106@1464,,1-4,Public,,,,,,6,2019,267,,142,26,,,,,,,,,,,,,ME,1403,116.916666667,498,41.5,231479601027,SY18-19,,168,,Primary,Public,,,,,,,1200,203,634,12,446,52,127,12,52 Miles Ln,Bucksport,4416,0.412878788
