"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2017-2018","29","Fairfax County","940","Bren Mar Park Elementary","505","","505"
"2017-2018","29","Fairfax County","1790","Brookfield Elementary","842","","842"
"2017-2018","29","Fairfax County","2201","Bryant High","365","","365"
"2017-2018","29","Fairfax County","700","Bucknell Elementary","269","","269"
"2017-2018","29","Fairfax County","2225","Bull Run Elementary","823","","823"
"2017-2018","29","Fairfax County","680","Bush Hill Elementary","461","","461"
"2017-2018","29","Fairfax County","1940","Camelot Elementary","666","","666"
"2017-2018","29","Fairfax County","620","Cameron Elementary","523","","523"
"2017-2018","29","Fairfax County","1590","Canterbury Woods Elementary","812","","812"
"2017-2018","29","Fairfax County","1690","Cardinal Forest Elementary","629","","629"
"2017-2018","29","Fairfax County","2222","Carson Middle","1,475","","1,475"
"2017-2018","29","Fairfax County","2090","Centre Ridge Elementary","808","","808"
"2017-2018","29","Fairfax County","2205","Centreville Elementary","857","","857"
"2017-2018","29","Fairfax County","200","Centreville High","2,602","","2,602"
"2017-2018","29","Fairfax County","131","Chantilly High","2,810","2","2,812"
"2017-2018","29","Fairfax County","480","Cherry Run Elementary","427","","427"
"2017-2018","29","Fairfax County","100","Chesterbrook Elementary","669","","669"
"2017-2018","29","Fairfax County","1050","Churchill Road Elementary","761","","761"
"2017-2018","29","Fairfax County","260","Clearview Elementary","723","","723"
"2017-2018","29","Fairfax County","1870","Clermont Elementary","615","","615"
"2017-2018","29","Fairfax County","2347","Coates Elementary","738","","738"
"2017-2018","29","Fairfax County","1510","Columbia Elementary","503","","503"
"2017-2018","29","Fairfax County","2234","Colvin Run Elementary","779","","779"
"2017-2018","29","Fairfax County","1190","Cooper Middle","912","","912"
"2017-2018","29","Fairfax County","870","Crestwood Elementary","639","","639"
"2017-2018","29","Fairfax County","2020","Crossfield Elementary","669","","669"
"2017-2018","29","Fairfax County","1600","Cub Run Elementary","571","","571"
"2017-2018","29","Fairfax County","1700","Cunningham Park Elementary","514","","514"
"2017-2018","29","Fairfax County","2229","Daniels Run Elementary","778","","778"
"2017-2018","29","Fairfax County","2204","Deer Park Elementary","628","","628"
"2017-2018","29","Fairfax County","220","Dogwood Elementary","715","","715"
"2017-2018","29","Fairfax County","2010","Dranesville Elementary","765","","765"
"2017-2018","29","Fairfax County","2243","Eagle View Elementary","674","","674"
"2017-2018","29","Fairfax County","1270","Edison High","2,093","2","2,095"
"2017-2018","29","Fairfax County","190","Fairfax County Adult High","229","","229"
"2017-2018","29","Fairfax County","20","Fairfax High","2,373","","2,373"
"2017-2018","29","Fairfax County","1480","Fairfax Villa Elementary","645","","645"
"2017-2018","29","Fairfax County","1630","Fairhill Elementary","583","","583"
"2017-2018","29","Fairfax County","290","Fairview Elementary","683","","683"
"2017-2018","29","Fairfax County","1100","Falls Church High","2,166","","2,166"
"2017-2018","29","Fairfax County","730","Flint Hill Elementary","688","","688"
"2017-2018","29","Fairfax County","740","Floris Elementary","771","","771"
"2017-2018","29","Fairfax County","70","Forest Edge Elementary","591","","591"
"2017-2018","29","Fairfax County","1450","Forestdale Elementary","545","","545"
"2017-2018","29","Fairfax County","370","Forestville Elementary","581","","581"
"2017-2018","29","Fairfax County","2224","Fort Belvoir Elementary","951","","951"
"2017-2018","29","Fairfax County","2458","Fort Belvoir Upper","583","","583"
"2017-2018","29","Fairfax County","1920","Fort Hunt Elementary","592","","592"
"2017-2018","29","Fairfax County","390","Fox Mill Elementary","570","","570"
"2017-2018","29","Fairfax County","320","Franconia Elementary","543","","543"
"2017-2018","29","Fairfax County","440","Franklin Middle","882","","882"
"2017-2018","29","Fairfax County","490","Freedom Hill Elementary","603","","603"
"2017-2018","29","Fairfax County","1410","Frost Middle","1,214","","1,214"
"2017-2018","29","Fairfax County","630","Garfield Elementary","366","","366"
"2017-2018","29","Fairfax County","1170","Glasgow Middle","1,749","","1,749"
"2017-2018","29","Fairfax County","970","Glen Forest Elementary","1,069","","1,069"
"2017-2018","29","Fairfax County","530","Graham Road Elementary","442","","442"
"2017-2018","29","Fairfax County","570","Great Falls Elementary","519","","519"
"2017-2018","29","Fairfax County","1840","Greenbriar East Elementary","964","","964"
"2017-2018","29","Fairfax County","1500","Greenbriar West Elementary","888","","888"
"2017-2018","29","Fairfax County","330","Groveton Elementary","795","","795"
"2017-2018","29","Fairfax County","690","Gunston Elementary","505","","505"
"2017-2018","29","Fairfax County","2210","Halley Elementary","667","","667"
"2017-2018","29","Fairfax County","750","Haycock Elementary","967","","967"
"2017-2018","29","Fairfax County","1740","Hayfield Elementary","753","","753"
"2017-2018","29","Fairfax County","1800","Hayfield Secondary","2,961","2","2,963"
"2017-2018","29","Fairfax County","1250","Herndon Elementary","888","","888"
"2017-2018","29","Fairfax County","32","Herndon High","2,390","1","2,391"
"2017-2018","29","Fairfax County","33","Herndon Middle","1,104","","1,104"
"2017-2018","29","Fairfax County","1330","Hollin Meadows Elementary","638","","638"
"2017-2018","29","Fairfax County","1521","Holmes Middle","996","","996"
"2017-2018","29","Fairfax County","350","Hughes Middle","1,038","","1,038"
"2017-2018","29","Fairfax County","1880","Hunt Valley Elementary","692","","692"
"2017-2018","29","Fairfax County","1950","Hunters Woods Elementary School for the Arts and Sciences","893","","893"
"2017-2018","29","Fairfax County","1980","Hutchison Elementary","1,023","","1,023"
"2017-2018","29","Fairfax County","1420","Hybla Valley Elementary","955","","955"
"2017-2018","29","Fairfax County","1120","Irving Middle","1,136","","1,136"
"2017-2018","29","Fairfax County","2235","Island Creek Elementary","787","","787"
"2017-2018","29","Fairfax County","673","Jackson Middle","1,464","","1,464"
"2017-2018","29","Fairfax County","1240","Keene Mill Elementary","774","","774"
"2017-2018","29","Fairfax County","980","Kent Gardens Elementary","1,025","","1,025"
"2017-2018","29","Fairfax County","1901","Key Center","86","","86"
"2017-2018","29","Fairfax County","1900","Key Middle","823","","823"
"2017-2018","29","Fairfax County","1761","Kilmer Center","71","","71"
"2017-2018","29","Fairfax County","1760","Kilmer Middle","1,201","","1,201"
"2017-2018","29","Fairfax County","1890","Kings Glen Elementary","495","","495"
"2017-2018","29","Fairfax County","1440","Kings Park Elementary","668","","668"
"2017-2018","29","Fairfax County","1570","Lake Anne Elementary","609","","609"
"2017-2018","29","Fairfax County","90","Lake Braddock Secondary","4,297","3","4,300"
"2017-2018","29","Fairfax County","2209","Lane Elementary","790","","790"
"2017-2018","29","Fairfax County","1460","Langley High","1,965","1","1,966"
"2017-2018","29","Fairfax County","1110","Lanier Middle","975","","975"
"2017-2018","29","Fairfax County","2348","Laurel Hill Elementary","914","","914"
"2017-2018","29","Fairfax County","1970","Laurel Ridge Elementary","850","","850"
"2017-2018","29","Fairfax County","1020","Lee High","1,786","","1,786"
"2017-2018","29","Fairfax County","1850","Lees Corner Elementary","779","","779"
"2017-2018","29","Fairfax County","770","Lemon Road Elementary","616","","616"
"2017-2018","29","Fairfax County","2233","Liberty Middle","1,052","","1,052"
"2017-2018","29","Fairfax County","1400","Little Run Elementary","357","","357"
"2017-2018","29","Fairfax County","1830","London Towne Elementary","852","","852"
"2017-2018","29","Fairfax County","1150","Longfellow Middle","1,364","","1,364"
"2017-2018","29","Fairfax County","2236","Lorton Station Elementary","915","","915"
"2017-2018","29","Fairfax County","890","Lynbrook Elementary","630","","630"
"2017-2018","29","Fairfax County","1060","Madison High","2,235","1","2,236"
"2017-2018","29","Fairfax County","1210","Mantua Elementary","1,075","","1,075"
"2017-2018","29","Fairfax County","1290","Marshall High","2,270","","2,270"
"2017-2018","29","Fairfax County","1200","Marshall Road Elementary","736","","736"
"2017-2018","29","Fairfax County","2410","Mason Crest Elementary","622","","622"
"2017-2018","29","Fairfax County","790","McLean High","2,185","1","2,186"
"2017-2018","29","Fairfax County","2231","McNair Elementary","1,377","","1,377"
"2017-2018","29","Fairfax County","1390","Mosby Woods Elementary","1,065","","1,065"
"2017-2018","29","Fairfax County","510","Mount Eagle Elementary","416","","416"
"2017-2018","29","Fairfax County","420","Mount Vernon High","2,083","","2,083"
"2017-2018","29","Fairfax County","1640","Mount Vernon Woods Elementary","700","","700"
"2017-2018","29","Fairfax County","2211","Mountain View High","286","","286"
"2017-2018","29","Fairfax County","800","Navy Elementary","983","","983"
"2017-2018","29","Fairfax County","470","Newington Forest Elementary","515","","515"
"2017-2018","29","Fairfax County","930","North Springfield Elementary","496","","496"
"2017-2018","29","Fairfax County","430","Oak Hill Elementary","862","","862"
"2017-2018","29","Fairfax County","1860","Oak View Elementary","837","","837"
"2017-2018","29","Fairfax County","140","Oakton Elementary","821","","821"
"2017-2018","29","Fairfax County","1710","Oakton High","2,652","","2,652"
"2017-2018","29","Fairfax County","1650","Olde Creek Elementary","397","","397"
"2017-2018","29","Fairfax County","150","Orange Hunt Elementary","942","","942"
"2017-2018","29","Fairfax County","1030","Parklawn Elementary","716","","716"
"2017-2018","29","Fairfax County","820","Pine Spring Elementary","590","","590"
"2017-2018","29","Fairfax County","1130","Poe Middle","890","","890"
"2017-2018","29","Fairfax County","2080","Poplar Tree Elementary","762","","762"
"2017-2018","29","Fairfax County","2237","Powell Elementary","916","","916"
"2017-2018","29","Fairfax County","2230","Providence Elementary","923","","923"
"2017-2018","29","Fairfax County","1310","Ravensworth Elementary","558","","558"
"2017-2018","29","Fairfax County","1820","Riverside Elementary","815","","815"
"2017-2018","29","Fairfax County","1960","Robinson Secondary","3,907","4","3,911"
"2017-2018","29","Fairfax County","300","Rocky Run Middle","1,322","","1,322"
"2017-2018","29","Fairfax County","1770","Rolling Valley Elementary","590","","590"
"2017-2018","29","Fairfax County","950","Rose Hill Elementary","694","","694"
"2017-2018","29","Fairfax County","1300","Sandburg Middle","1,532","","1,532"
"2017-2018","29","Fairfax County","2030","Sangster Elementary","968","","968"
"2017-2018","29","Fairfax County","2040","Saratoga Elementary","672","","672"
"2017-2018","29","Fairfax County","80","Sherman Elementary","417","","417"
"2017-2018","29","Fairfax County","1660","Shrevewood Elementary","774","","774"
"2017-2018","29","Fairfax County","1680","Silverbrook Elementary","832","","832"
"2017-2018","29","Fairfax County","710","Sleepy Hollow Elementary","435","","435"
"2017-2018","29","Fairfax County","2241","South County High","2,241","","2,241"
"2017-2018","29","Fairfax County","2420","South County Middle","1,072","","1,072"
"2017-2018","29","Fairfax County","1990","South Lakes High","2,520","3","2,523"
"2017-2018","29","Fairfax County","1620","Spring Hill Elementary","1,011","","1,011"
"2017-2018","29","Fairfax County","960","Springfield Estates Elementary","903","","903"
"2017-2018","29","Fairfax County","1380","Stenwood Elementary","585","","585"
"2017-2018","29","Fairfax County","2070","Stone Middle","768","","768"
"2017-2018","29","Fairfax County","1350","Stratford Landing Elementary","784","","784"
"2017-2018","29","Fairfax County","1070","Stuart High","2,215","1","2,216"
"2017-2018","29","Fairfax County","280","Sunrise Valley Elementary","575","","575"
"2017-2018","29","Fairfax County","170","Terra Centre Elementary","598","","598"
"2017-2018","29","Fairfax County","250","Terraset Elementary","554","","554"
"2017-2018","29","Fairfax County","1371","Thomas Jefferson High for Science and Technology","1,786","","1,786"
"2017-2018","29","Fairfax County","1140","Thoreau Middle","945","","945"
"2017-2018","29","Fairfax County","830","Timber Lane Elementary","594","","594"
"2017-2018","29","Fairfax County","1160","Twain Middle","1,025","","1,025"
"2017-2018","29","Fairfax County","1540","Union Mill Elementary","959","","959"
"2017-2018","29","Fairfax County","120","Vienna Elementary","487","","487"
"2017-2018","29","Fairfax County","2050","Virginia Run Elementary","665","","665"
"2017-2018","29","Fairfax County","850","Wakefield Forest Elementary","610","","610"
"2017-2018","29","Fairfax County","2100","Waples Mill Elementary","919","","919"
"2017-2018","29","Fairfax County","1320","Washington Mill Elementary","625","","625"
"2017-2018","29","Fairfax County","1080","Waynewood Elementary","735","","735"
"2017-2018","29","Fairfax County","900","West Potomac High","2,660","","2,660"
"2017-2018","29","Fairfax County","1430","West Springfield Elementary","533","","533"
"2017-2018","29","Fairfax County","1610","West Springfield High","2,219","3","2,222"
"2017-2018","29","Fairfax County","1580","Westbriar Elementary","858","","858"
"2017-2018","29","Fairfax County","2228","Westfield High","2,682","2","2,684"
"2017-2018","29","Fairfax County","1670","Westgate Elementary","559","","559"
"2017-2018","29","Fairfax County","580","Westlawn Elementary","812","","812"
"2017-2018","29","Fairfax County","520","Weyanoke Elementary","515","","515"
"2017-2018","29","Fairfax County","400","White Oaks Elementary","877","","877"
"2017-2018","29","Fairfax County","1550","Whitman Middle","976","","976"
"2017-2018","29","Fairfax County","2060","Willow Springs Elementary","962","","962"
"2017-2018","29","Fairfax County","1810","Wolftrap Elementary","593","","593"
"2017-2018","29","Fairfax County","650","Woodburn Elementary","496","","496"
"2017-2018","29","Fairfax County","380","Woodlawn Elementary","547","","547"
"2017-2018","29","Fairfax County","590","Woodley Hills Elementary","648","","648"
"2017-2018","29","Fairfax County","1260","Woodson High","2,477","2","2,479"
"2017-2018","109","Falls Church City","251","George Mason High","826","2","828"
"2017-2018","109","Falls Church City","252","Mary Ellen Henderson Middle","601","","601"
"2017-2018","109","Falls Church City","240","Mount Daniel","357","","357"
"2017-2018","109","Falls Church City","260","Thomas Jefferson Elementary","824","1","825"
"2017-2018","30","Fauquier County","854","Auburn Middle","544","","544"
"2017-2018","30","Fauquier County","460","C. Hunter Ritchie Elementary","476","","476"
"2017-2018","30","Fauquier County","730","C.M. Bradley Elementary","435","","435"
"2017-2018","30","Fauquier County","520","Cedar Lee Middle","652","","652"
"2017-2018","30","Fauquier County","120","Claude Thompson Elementary","273","","273"
"2017-2018","30","Fauquier County","701","Fauquier High","1,318","","1,318"
"2017-2018","30","Fauquier County","450","Grace Miller Elementary","484","","484"
"2017-2018","30","Fauquier County","511","Greenville Elementary","534","","534"
"2017-2018","30","Fauquier County","750","H.M. Pearson Elementary","389","","389"
"2017-2018","30","Fauquier County","853","James G. Brumfield Elementary","514","","514"
"2017-2018","30","Fauquier County","510","Kettle Run High","1,212","1","1,213"
"2017-2018","30","Fauquier County","851","Liberty High","1,271","2","1,273"
"2017-2018","30","Fauquier County","530","Margaret M. Pierce Elementary","519","","519"
"2017-2018","30","Fauquier County","10","Marshall Middle","469","","469"
"2017-2018","30","Fauquier County","20","Mary Walter Elementary","441","","441"
"2017-2018","30","Fauquier County","720","P.B. Smith Elementary","340","","340"
"2017-2018","30","Fauquier County","670","W.C. Taylor Middle","492","","492"
"2017-2018","30","Fauquier County","740","W.G. Coleman Elementary","338","","338"
"2017-2018","30","Fauquier County","660","Warrenton Middle","439","","439"
"2017-2018","31","Floyd County","90","Check Elementary","318","","318"
"2017-2018","31","Floyd County","660","Floyd County High","840","2","842"
"2017-2018","31","Floyd County","360","Floyd Elementary","491","1","492"
"2017-2018","31","Floyd County","650","Indian Valley Elementary","158","","158"
"2017-2018","31","Floyd County","500","Willis Elementary","224","3","227"
"2017-2018","32","Fluvanna County","300","Carysbrook Elementary","532","","532"
"2017-2018","32","Fluvanna County","310","Central Elementary","453","","453"
"2017-2018","32","Fluvanna County","260","Fluvanna County High","1,444","","1,444"
"2017-2018","32","Fluvanna County","320","Fluvanna Middle","861","","861"
"2017-2018","32","Fluvanna County","330","West Central Primary","299","","299"
"2017-2018","135","Franklin City","20","Franklin High","290","","290"
"2017-2018","135","Franklin City","561","Joseph P. King Jr. Middle","243","","243"
"2017-2018","135","Franklin City","10","S.P. Morton Elementary","586","","586"
"2017-2018","33","Franklin County","32","Benjamin Franklin Middle-East","544","","544"
"2017-2018","33","Franklin County","31","Benjamin Franklin Middle-West","761","","761"
"2017-2018","33","Franklin County","1370","Boones Mill Elementary","339","","339"
"2017-2018","33","Franklin County","1320","Burnt Chimney Elementary","299","","299"
"2017-2018","33","Franklin County","350","Callaway Elementary","244","","244"
"2017-2018","33","Franklin County","20","Dudley Elementary","281","","281"
"2017-2018","33","Franklin County","1360","Ferrum Elementary","243","","243"
"2017-2018","33","Franklin County","1311","Franklin County High","2,120","","2,120"
"2017-2018","33","Franklin County","1481","Gereau Center for Applied Technology & Career Exploration","306","","306"
"2017-2018","33","Franklin County","690","Glade Hill Elementary","272","","272"
"2017-2018","33","Franklin County","10","Henry Elementary","207","","207"
"2017-2018","33","Franklin County","660","Lee M. Waid Elementary","384","","384"
"2017-2018","33","Franklin County","1380","Rocky Mount Elementary","381","","381"
"2017-2018","33","Franklin County","1170","Snow Creek Elementary","204","","204"
"2017-2018","33","Franklin County","960","Sontag Elementary","352","","352"
"2017-2018","33","Franklin County","980","Windy Gap Elementary","333","","333"
"2017-2018","34","Frederick County","586","Admiral Richard E. Byrd Middle","942","","942"
"2017-2018","34","Frederick County","10","Apple Pie Ridge Elementary","455","","455"
"2017-2018","34","Frederick County","320","Armel Elementary","644","","644"
"2017-2018","34","Frederick County","20","Bass-Hoover Elementary","631","","631"
"2017-2018","34","Frederick County","587","Evendale Elementary","521","","521"
"2017-2018","34","Frederick County","460","Frederick County Middle","685","","685"
"2017-2018","34","Frederick County","380","Gainesboro Elementary","472","","472"
"2017-2018","34","Frederick County","590","Greenwood Mill Elementary","618","","618"
"2017-2018","34","Frederick County","40","Indian Hollow Elementary","433","","433"
"2017-2018","34","Frederick County","30","James Wood High","1,316","","1,316"
"2017-2018","34","Frederick County","420","James Wood Middle","948","","948"
"2017-2018","34","Frederick County","340","Middletown Elementary","479","","479"
"2017-2018","34","Frederick County","584","Millbrook High","1,450","","1,450"
"2017-2018","34","Frederick County","583","Orchard View Elementary","460","","460"
"2017-2018","34","Frederick County","582","Redbud Run Elementary","693","","693"
"2017-2018","34","Frederick County","480","Robert E. Aylor Middle","626","","626"
"2017-2018","34","Frederick County","581","Sherando High","1,511","","1,511"
"2017-2018","34","Frederick County","410","Stonewall Elementary","641","","641"
"2017-2018","110","Fredericksburg City","50","Hugh Mercer Elementary","854","","854"
"2017-2018","110","Fredericksburg City","40","James Monroe High","1,004","","1,004"
"2017-2018","110","Fredericksburg City","272","Lafayette Upper Elementary","862","","862"
"2017-2018","110","Fredericksburg City","273","Walker-Grant Middle","722","","722"
"2017-2018","111","Galax City","10","Galax Elementary","578","","578"
"2017-2018","111","Galax City","31","Galax High","457","","457"
"2017-2018","111","Galax City","32","Galax Middle","267","","267"
"2017-2018","35","Giles County","10","Eastern Elementary/Middle","446","","446"
"2017-2018","35","Giles County","461","Giles High","658","","658"
"2017-2018","35","Giles County","390","Macy Mcclaugherty Elementary/Middle","557","","557"
"2017-2018","35","Giles County","400","Narrows Elementary/Middle","476","","476"
"2017-2018","35","Giles County","470","Narrows High","347","","347"
"2017-2018","36","Gloucester County","250","Abingdon Elementary","590","","590"
"2017-2018","36","Gloucester County","240","Achilles Elementary","418","","418"
"2017-2018","36","Gloucester County","381","Bethel Elementary","491","","491"
"2017-2018","36","Gloucester County","100","Botetourt Elementary","622","","622"
"2017-2018","36","Gloucester County","260","Gloucester High","1,762","","1,762"
"2017-2018","36","Gloucester County","802","Page Middle","605","","605"
"2017-2018","36","Gloucester County","280","Peasley Middle","623","","623"
"2017-2018","36","Gloucester County","270","Petsworth Elementary","328","","328"
"2017-2018","37","Goochland County","120","Byrd Elementary","346","","346"
"2017-2018","37","Goochland County","360","Goochland Elementary","353","","353"
"2017-2018","37","Goochland County","220","Goochland High","838","4","842"
"2017-2018","37","Goochland County","340","Goochland Middle","607","","607"
"2017-2018","37","Goochland County","260","Randolph Elementary","481","","481"
"2017-2018","38","Grayson County","440","Baywood Elementary","125","","125"
"2017-2018","38","Grayson County","480","Fairview Elementary","102","","102"
"2017-2018","38","Grayson County","911","Fries Elementary","238","","238"
"2017-2018","38","Grayson County","421","Grayson County High","502","","502"
"2017-2018","38","Grayson County","430","Grayson Highlands","146","","146"
"2017-2018","38","Grayson County","422","Independence Elementary","222","","222"
"2017-2018","38","Grayson County","11","Independence Middle","249","","249"
"2017-2018","39","Greene County","20","Nathanael Greene Elementary","416","","416"
"2017-2018","39","Greene County","10","Nathanael Greene Primary","408","","408"
"2017-2018","39","Greene County","30","Ruckersville Elementary","602","","602"
"2017-2018","39","Greene County","72","William Monroe High","942","","942"
"2017-2018","39","Greene County","71","William Monroe Middle","744","","744"
"2017-2018","40","Greensville County","260","Belfield Elementary","177","","177"
"2017-2018","40","Greensville County","190","Edward W. Wyatt Middle","495","","495"
"2017-2018","40","Greensville County","200","Greensville County High","711","","711"
"2017-2018","40","Greensville County","50","Greensville Elementary","999","","999"
"2017-2018","41","Halifax County","1560","Clays Mill Elementary","154","","154"
"2017-2018","41","Halifax County","20","Cluster Springs Elementary","535","","535"
"2017-2018","41","Halifax County","10","Halifax County High","1,527","","1,527"
"2017-2018","41","Halifax County","1480","Halifax County Middle","1,141","","1,141"
"2017-2018","41","Halifax County","1550","Meadville Elementary","171","","171"
"2017-2018","41","Halifax County","1510","Scottsburg Elementary","278","","278"
"2017-2018","41","Halifax County","1521","Sinai Elementary","239","","239"
"2017-2018","41","Halifax County","30","South Boston Elementary","665","","665"
"2017-2018","41","Halifax County","1490","Sydnor Jennings Elementary","215","","215"
"2017-2018","112","Hampton City","500","A.W.E. Bassette Elementary","469","","469"
"2017-2018","112","Hampton City","160","Aberdeen Elementary","478","","478"
"2017-2018","112","Hampton City","260","Alfred S. Forrest Elementary","511","","511"
"2017-2018","112","Hampton City","120","Armstrong Elementary","304","","304"
"2017-2018","112","Hampton City","330","Barron Elementary","375","","375"
"2017-2018","112","Hampton City","350","Benjamin Syms Middle","935","1","936"
"2017-2018","112","Hampton City","430","Bethel High","1,766","","1,766"
"2017-2018","112","Hampton City","470","Booker Elementary","381","","381"
"2017-2018","112","Hampton City","450","C. Alton Lindsay Middle","690","","690"
"2017-2018","112","Hampton City","460","Captain John Smith Elementary","433","","433"
"2017-2018","112","Hampton City","420","Christopher C. Kraft Elementary","465","","465"
"2017-2018","112","Hampton City","30","Francis Asbury Elementary","419","","419"
"2017-2018","112","Hampton City","70","Francis W. Jones Magnet Middle","652","","652"
"2017-2018","112","Hampton City","650","George P. Phenix Elementary","1,436","","1,436"
"2017-2018","112","Hampton City","280","Hampton High","1,501","","1,501"
"2017-2018","112","Hampton City","640","Hunter B. Andrews","1,125","","1,125"
"2017-2018","112","Hampton City","250","Jane H. Bryan Elementary","370","","370"
"2017-2018","112","Hampton City","300","Jefferson Davis Middle","618","","618"
"2017-2018","112","Hampton City","270","John B. Cary Elementary","333","","333"
"2017-2018","112","Hampton City","440","John Tyler Elementary","437","","437"
"2017-2018","112","Hampton City","320","Kecoughtan High","1,726","","1,726"
"2017-2018","112","Hampton City","490","Luther W. Machen Elementary","425","","425"
"2017-2018","112","Hampton City","410","Paul Burbank Elementary","400","","400"
"2017-2018","112","Hampton City","370","Phillips Elementary","408","1","409"
"2017-2018","112","Hampton City","50","Phoebus High","1,043","2","1,045"
"2017-2018","112","Hampton City","180","Samuel P. Langley Elementary","570","","570"
"2017-2018","112","Hampton City","380","Thomas Eaton Middle","607","","607"
"2017-2018","112","Hampton City","360","Tucker-Capps Elementary","335","","335"
"2017-2018","112","Hampton City","80","William Mason Cooper Elementary","401","","401"
"2017-2018","42","Hanover County","62","Atlee High","1,602","","1,602"
"2017-2018","42","Hanover County","360","Battlefield Park Elementary","468","","468"
"2017-2018","42","Hanover County","20","Beaverdam Elementary","329","","329"
"2017-2018","42","Hanover County","61","Chickahominy Middle","1,237","","1,237"
"2017-2018","42","Hanover County","70","Cold Harbor Elementary","553","","553"
"2017-2018","42","Hanover County","551","Cool Spring Elementary","661","","661"
"2017-2018","42","Hanover County","430","Elmont Elementary","411","","411"
"2017-2018","42","Hanover County","554","Hanover High","1,379","","1,379"
"2017-2018","42","Hanover County","150","Henry Clay Elementary","390","","390"
"2017-2018","42","Hanover County","162","John M. Gandy Elementary","337","","337"
"2017-2018","42","Hanover County","200","Kersey Creek Elementary","725","","725"
"2017-2018","42","Hanover County","210","Laurel Meadow Elementary","606","","606"
"2017-2018","42","Hanover County","370","Lee Davis High","1,507","","1,507"
"2017-2018","42","Hanover County","450","Liberty Middle","1,071","","1,071"
"2017-2018","42","Hanover County","420","Mechanicsville Elementary","641","","641"
"2017-2018","42","Hanover County","553","Oak Knoll Middle","903","","903"
"2017-2018","42","Hanover County","400","Patrick Henry High","1,408","","1,408"
"2017-2018","42","Hanover County","410","Pearson's Corner Elementary","583","","583"
"2017-2018","42","Hanover County","552","Pole Green Elementary","610","","610"
"2017-2018","42","Hanover County","30","Rural Point Elementary","501","","501"
"2017-2018","42","Hanover County","40","South Anna Elementary","586","","586"
"2017-2018","42","Hanover County","440","Stonewall Jackson Middle","1,078","","1,078"
"2017-2018","42","Hanover County","290","Washington-Henry Elementary","414","","414"
"2017-2018","113","Harrisonburg City","120","Bluestone Elementary","567","","567"
"2017-2018","113","Harrisonburg City","12","Harrisonburg High","1,798","","1,798"
"2017-2018","113","Harrisonburg City","50","Keister Elementary","371","","371"
"2017-2018","113","Harrisonburg City","111","Skyline Middle","678","","678"
"2017-2018","113","Harrisonburg City","110","Smithland Elementary","780","","780"
"2017-2018","113","Harrisonburg City","60","Spotswood Elementary","455","","455"
"2017-2018","113","Harrisonburg City","191","Stone Spring Elementary","467","","467"
"2017-2018","113","Harrisonburg City","80","Thomas Harrison Middle","686","","686"
"2017-2018","113","Harrisonburg City","30","Waterman Elementary","499","","499"
"2017-2018","43","Henrico County","450","Anthony P. Mehfoud Elementary","348","","348"
"2017-2018","43","Henrico County","320","Arthur Ashe Jr. Elementary","497","","497"
"2017-2018","43","Henrico County","500","Brookland Middle","1,138","","1,138"
"2017-2018","43","Henrico County","120","Cashell Donahoe Elementary","521","","521"
"2017-2018","43","Henrico County","590","Chamberlayne Elementary","429","","429"
"2017-2018","43","Henrico County","530","Charles M. Johnson Elementary","563","","563"
"2017-2018","43","Henrico County","93","Colonial Trail Elementary","689","","689"
"2017-2018","43","Henrico County","400","Crestview Elementary","399","","399"
"2017-2018","43","Henrico County","82","David A. Kaechele Elementary","429","","429"
"2017-2018","43","Henrico County","160","Deep Run High","1,793","","1,793"
"2017-2018","43","Henrico County","410","Douglas S. Freeman High","1,805","","1,805"
"2017-2018","43","Henrico County","700","Dumbarton Elementary","614","","614"
"2017-2018","43","Henrico County","300","Echo Lake Elementary","576","","576"
"2017-2018","43","Henrico County","680","Elizabeth Holladay Elementary","620","","620"
"2017-2018","43","Henrico County","92","Elko Middle","844","","844"
"2017-2018","43","Henrico County","200","Fair Oaks Elementary","384","","384"
"2017-2018","43","Henrico County","510","Fairfield Middle","1,060","","1,060"
"2017-2018","43","Henrico County","150","Gayton Elementary","544","","544"
"2017-2018","43","Henrico County","470","George F. Baker Elementary","392","","392"
"2017-2018","43","Henrico County","390","George H. Moody Middle","1,037","","1,037"
"2017-2018","43","Henrico County","20","Glen Allen Elementary","656","","656"
"2017-2018","43","Henrico County","96","Glen Allen High","1,778","","1,778"
"2017-2018","43","Henrico County","380","Glen Lea Elementary","445","","445"
"2017-2018","43","Henrico County","260","Greenwood Elementary","611","","611"
"2017-2018","43","Henrico County","420","Harold Macon Ratcliffe Elementary","467","","467"
"2017-2018","43","Henrico County","94","Harvie Elementary","607","","607"
"2017-2018","43","Henrico County","610","Henrico High","1,746","","1,746"
"2017-2018","43","Henrico County","330","Henry D. Ward Elementary","492","","492"
"2017-2018","43","Henrico County","670","Hermitage High","1,667","","1,667"
"2017-2018","43","Henrico County","640","Highland Springs Elementary","588","","588"
"2017-2018","43","Henrico County","190","Highland Springs High","1,872","","1,872"
"2017-2018","43","Henrico County","95","Holman Middle","1,023","","1,023"
"2017-2018","43","Henrico County","100","Hungary Creek Middle","1,054","","1,054"
"2017-2018","43","Henrico County","620","Jackson Davis Elementary","550","","550"
"2017-2018","43","Henrico County","660","Jacob L. Adams Elementary","433","","433"
