ISP,State-Physical,Street Address-Line 1,Street Address-Line 2,School Level-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School Name,School Type-Original,School ID,County,City,Zip Code,CEP (Y/N),Claim Date,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid
,,,,,,,,,1,2019,,,,,14,14,,,,,,,,KS,1317,94.071428571,590,42.142857143,KS@8191@D0497,200840001363,SY18-19,,114,0.383838384,,Public,,,,Cafeteria,,,D0497,Lawrence,Broken Arrow Elementary,Public School,8191,Douglas,Lawrence,66046-4698,N,1/1/2019,14,Traditional,297,99,15,1137,180,1419,518,72,301
,,,,,,,,,10,2018,,,,,18,18,,,,,,,,KS,611,33.944444444,623,34.611111111,KS@4222@D0352,,SY18-19,,60,0.759493671,,Public,,,,Cafeteria,,,D0352,Goodland,Central Elementary School,Public School,4222,Sherman,Goodland,67735,N,10/1/2018,18,Traditional,79,55,5,589,22,122,561,62,103
,,,,,,,,,1,2019,,,,,15,15,,,,,,,,KS,375,25,388,25.866666667,KS@8314@D0500,,SY18-19,,35,0.897435897,,Public,,,,Cafeteria,,,D0500,Kansas City,Bridges,Public School,8314,Wyandotte,Kansas City,66104,N,1/1/2019,15,Traditional,39,35,0,375,0,43,388,0,44
,,,,,,,,,1,2019,,,,,17,17,,,,,,,,KS,3185,187.352941176,1985,116.764705882,KS@6946@D0450,201218001137,SY18-19,,224,0.477611940,,Public,,,,Cafeteria,,,D0450,Shawnee Heights,Tecumseh North Elementary School,Public School,6946,Shawnee,Tecumseh,66542,N,1/1/2019,17,Traditional,469,185,39,2619,566,2276,1735,250,833
,,,,,,,,,1,2019,,,,,20,20,,,,,,,,KS,1353,67.65,518,25.9,KS@2090@D0268,200467000393,SY18-19,,85,0.220207254,,Public,,,,Cafeteria,,,D0268,Cheney,Cheney Elementary School,Public School,2090,Sedgwick,Cheney,67025,N,1/1/2019,20,Traditional,386,58,27,927,426,2711,355,163,93
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,4881,244.05,5012,250.6,KS@8311@D0500,200795001410,SY18-19,,279,0.897106109,,Public,,,,,,,D0500,Kansas City,Eugene Ware Elementary School,Public School,8311,Wyandotte,Kansas City,66102-1742,N,10/1/2018,20,NULL,311,279,0,4881,0,554,5012,0,569
,,,,,,,,,2,2019,,,,,17,17,,,,,,,,KS,358,21.058823529,189,11.117647059,KS@554@D0220,200351000086,SY18-19,,29,0.302083333,,Public,,,,Cafeteria,,,D0220,Ashland,Ashland High School,Public School,554,Clark,Ashland,67831-0187,N,2/1/2019,17,Traditional,96,21,8,273,85,745,173,16,247
,,,,,,,,,1,2019,,,,,12,12,,,,,,,,KS,2404,200.333333333,2230,185.833333333,KS@7631@D0475,,SY18-19,,359,0.720883534,,Public,,,,,,,D0475,Geary County Schools,Max Heim Early Education Center,Public School,7631,Geary,Junction City,66441,N,1/1/2019,12,NULL,498,231,128,1665,739,625,1499,731,640
,,,,,,,,,10,2018,,,,,22,22,,,,,,,,KS,2910,132.272727273,3285,149.318181818,KS@966@D0235,201245000151,SY18-19,,160,0.64,,Public,,,,,,,D0235,Uniontown,West Bourbon Elementary,Public School,966,Bourbon,Uniontown,66779,N,10/1/2018,22,NULL,250,102,58,1828,1082,1105,2122,1163,1902
,,,,,,,,,8,2018,,,,,7,7,,,,,,,,KS,376,53.714285714,111,15.857142857,KS@2491@D0284,200525002014,SY18-19,,86,0.367521368,,Public,,,,Cafeteria,,,D0284,Chase County,Chase County Elementary School,Public School,2491,Chase,Strong City,66869,N,8/1/2018,7,Traditional,234,69,17,298,78,470,102,9,69
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,2084,109.684210526,410,21.578947368,KS@5640@D0405,200903000929,SY18-19,,124,0.738095238,,Public,,,,Cafeteria,,,D0405,Lyons,Lyons Middle School,Public School,5640,Rice,Lyons,67554,N,4/1/2019,19,Traditional,168,105,19,1774,310,662,328,82,51
,,,,,,,,,5,2019,,,,,15,15,,,,,,,,KS,2835,189,809,53.933333333,KS@4821@D0373,200996001975,SY18-19,,237,0.523178808,,Public,,,,Cafeteria,,,D0373,Newton,Chishom Middle School,Public School,4821,Harvey,Newton,67114,N,5/1/2019,15,Traditional,453,194,43,2392,443,1866,758,51,122
,,,,,,,,,1,2019,,,,,16,16,,,,,,,,KS,188,11.75,72,4.5,KS@937@D0229,,SY18-19,,26,0.073863636,,Public,,,,Cafeteria,,,D0229,Blue Valley,Wolf Springs Elementary,Public School,937,Johnson,Overland Park,66013,N,1/1/2019,16,Traditional,352,15,11,111,77,3005,44,28,186
,,,,,,,,,3,2019,,,,,31,31,,,,,,,,KS,290,9.354838710,296,9.548387097,KS@9457@X0913,,SY18-19,,12,1,,Other,,,,Cafeteria,,,X0913,"EmberHope, Inc.",Newton Circle 4,Private Residential Child Care Institution,9457,Harvey,Newton,67114,N,3/1/2019,31,Traditional,12,12,0,290,0,0,296,0,0
,,,,,,,,,8,2018,,,,,7,7,,,,,,,,KS,306,43.714285714,30,4.285714286,KS@4342@D0356,200513000735,SY18-19,,48,0.287425150,,Public,,,,Cafeteria,,,D0356,Conway Springs,Conway Springs High School,Public School,4342,Sumner,Conway Springs,67031,N,8/1/2018,7,Traditional,167,29,19,177,129,590,27,3,10
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,1236,103,693,57.75,KS@2584@D0288,200001400453,SY18-19,,137,0.479020979,,Public,,,,Cafeteria,,,D0288,Central Heights,Central Heights High School,Public School,2584,Franklin,Richmond,66080,N,12/1/2018,12,Traditional,286,94,43,850,386,863,507,186,426
,,,,,,,,,1,2019,,,,,16,16,,,,,,,,KS,3368,210.5,3139,196.1875,KS@898@D0234,200618000146,SY18-19,,277,0.614190687,,Public,,,,Second Chance,,,D0234,Fort Scott,Eugene Ware Elementary School,Public School,898,Bourbon,Fort Scott,66701-2199,N,1/1/2019,16,"Traditional Second Chance,",451,221,56,2729,639,1064,2560,579,936
,,,,,,,,,5,2019,,,,,31,31,,,,,,,,KS,351,11.322580645,354,11.419354839,KS@9540@X0928,,SY18-19,,19,1,,Other,,,,Cafeteria,,,X0928,"The Villages, Inc.",William Menninger Cottage,Private Residential Child Care Institution,9540,Shawnee,Topeka,66615,N,5/1/2019,31,Traditional,19,19,0,351,0,0,354,0,0
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,730,48.666666667,422,28.133333333,KS@5998@D0417,200528000990,SY18-19,,55,0.567010309,,Public,,,,Cafeteria,,,D0417,Morris County,Prairie Heights Elem,Public School,5998,Morris,Dwight,66849,N,2/1/2019,15,Traditional,97,43,12,575,155,494,366,56,97
,,,,,,,,,12,2018,,,,,13,13,,,,,,,,KS,237,18.230769231,159,12.230769231,KS@3665@D0329,200324000622,SY18-19,,22,0.323529412,,Public,,,,Cafeteria,,,D0329,Wabaunsee USD 329,Wabaunsee Jr High School,Public School,3665,Wabaunsee,Paxico,66526-0128,N,12/1/2018,13,Traditional,68,10,12,115,122,502,75,84,270
,,,,,,,,,1,2019,,,,,16,16,,,,,,,,KS,4778,298.625,3377,211.0625,KS@858@D0233,201014000133,SY18-19,,356,0.794642857,,Public,,,,,,,D0233,Olathe,Washington Elementary School,Public School,858,Johnson,Olathe,66061-2946,N,1/1/2019,16,NULL,448,287,69,3900,878,908,2759,618,837
,,,,,,,,,2,2019,,,,,17,17,,,,,,,,KS,826,48.588235294,0,0,KS@3044@X0957,,SY18-19,,53,0.235555556,,Nonpublic,,,,,,,X0957,St Marys Elementary/Love N Learn,St Marys Elementary School,Private School,3044,Saline,Salina,67401,N,2/1/2019,17,NULL,225,37,16,583,243,2183,0,0,0
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,743,49.533333333,319,21.266666667,KS@7750@D0481,200744001287,SY18-19,,59,0.517543860,,Public,,,,Cafeteria,,,D0481,Rural Vista,Hope Elem,Public School,7750,Dickinson,Hope,67451-0218,N,2/1/2019,15,Traditional,114,49,10,620,123,588,290,29,32
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,1453,85.470588235,1401,82.411764706,KS@7798@D0483,200819001298,SY18-19,,97,0.7578125,,Public,,,,Second Chance,,,D0483,Kismet-Plains,Kismet Elementary School,Public School,7798,Seward,Kismet,67859,N,11/1/2018,17,"Traditional Second Chance,",128,76,21,1151,302,441,1111,290,403
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,2264,141.5,863,53.9375,KS@8002@D0490,200573001333,SY18-19,,205,0.427083333,,Public,,,,Second Chance,,,D0490,El Dorado,El Dorado High School,Public School,8002,Butler,El Dorado,67042,N,2/1/2019,16,"Traditional Second Chance,",480,143,62,1613,651,2031,671,192,208
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,1415,94.333333333,732,48.8,KS@6344@D0430,200747001040,SY18-19,,119,0.653846154,,Public,,,,Cafeteria,,,D0430,South Brown County,Everest Middle School,Public School,6344,Brown,Everest,66424-0226,N,3/1/2019,15,Traditional,182,107,12,1263,152,507,679,53,91
,,,,,,,,,5,2019,,,,,12,12,,,,,,,,KS,432,36,162,13.5,KS@6399@D0432,201260002018,SY18-19,,40,0.253164557,,Public,,,,Cafeteria,,,D0432,Victoria,Victoria Elementary School,Public School,6399,Ellis,Victoria,67671,N,5/1/2019,12,Traditional,158,22,18,238,194,1213,132,30,121
,,,,,,,,,10,2018,,,,,19,19,,,,,,,,KS,4293,225.947368421,2374,124.947368421,KS@5124@D0383,200918000846,SY18-19,,272,0.529182879,,Public,,,,Cafeteria,,,D0383,Manhattan,Lee Elementary School,Public School,5124,Riley,Manhattan,66502,N,10/1/2018,19,Traditional,514,223,49,3535,758,2238,1917,457,688
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,4461,212.428571429,1525,72.619047619,KS@6944@D0450,201218001135,SY18-19,,333,0.274074074,,Public,,,,Second Chance,,,D0450,Shawnee Heights,Shawnee Heights High School,Public School,6944,Shawnee,Tecumseh,66542-9794,N,4/1/2019,21,"Traditional Second Chance,",1215,246,87,3250,1211,6466,1273,252,212
,,,,,,,,,10,2018,,,,,18,18,,,,,,,,KS,274,15.222222222,0,0,KS@9021@X0055,,SY18-19,,22,0.157142857,,Nonpublic,,,,Cafeteria,,,X0055,Hope Lutheran Church School,Hope Lutheran School,Private School,9021,Johnson,Shawnee,66216,N,10/1/2018,18,Traditional,140,11,11,174,100,929,0,0,0
,,,,,,,,,4,2019,,,,,18,18,,,,,,,,KS,3391,188.388888889,1854,103,KS@7832@D0484,200627001302,SY18-19,,211,0.651234568,,Public,,,,Cafeteria,,,D0484,Fredonia,Lincoln Elementary School,Public School,7832,Wilson,Fredonia,66736-1100,N,4/1/2019,18,Traditional,324,180,31,2949,442,1580,1687,167,202
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,1585,113.214285714,616,44,KS@4517@D0363,200735000798,SY18-19,,140,0.573770492,,Public,,,,Cafeteria,,,D0363,Holcomb,Holcomb Middle School,Public School,4517,Finney,Holcomb,67851,N,12/1/2018,14,Traditional,244,83,57,940,645,700,339,277,176
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,3946,219.222222222,1851,102.833333333,KS@1800@D0259,201299000324,SY18-19,,251,0.853741497,,Public,,,,Cafeteria,,,D0259,Wichita,Woodland Health  Wellness Magnet Elementary School,Public School,1800,Sedgwick,Wichita,67203-2897,N,11/1/2018,18,Traditional,294,225,26,3585,361,525,1710,141,140
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,4884,257.052631579,2103,110.684210526,KS@6680@D0443,200558001092,SY18-19,,276,0.681481481,,Public,,,,Cafeteria,,,D0443,Dodge City,Northwest Elementary School,Public School,6680,Ford,Dodge City,67801,N,4/1/2019,19,Traditional,405,226,50,4011,873,1823,1901,202,269
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,1177,61.947368421,660,34.736842105,KS@7664@D0477,200768001272,SY18-19,,69,0.298701299,,Public,,,,Cafeteria,,,D0477,Ingalls,Ingalls Elementary School,Public School,7664,Gray,Ingalls,67853,N,4/1/2019,19,Traditional,231,59,10,1007,170,2009,610,50,731
,,,,,,,,,4,2019,,,,,20,20,,,,,,,,KS,1337,66.85,282,14.1,KS@4029@D0343,201062000677,SY18-19,,88,0.368200837,,Public,,,,Cafeteria,,,D0343,Perry,Perry Lecompton Middle School,Public School,4029,Jefferson,Perry,66073,N,4/1/2019,20,Traditional,239,69,19,1017,320,1556,234,48,163
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,828,51.75,464,29,KS@5198@D0386,200909000861,SY18-19,,67,0.496296296,,Public,,,,Other,,,D0386,Madison-Virgil,Madison Elementary School,Public School,5198,Greenwood,Madison,66860,N,5/1/2019,16,"Traditional Class,",135,52,15,653,175,605,392,72,206
,,,,,,,,,10,2018,,,,,21,21,,,,,,,,KS,1843,87.761904762,1266,60.285714286,KS@1010@D0237,200000700155,SY18-19,,135,0.505617978,,Public,,,,Cafeteria,,,D0237,Smith Center,Smith Center Elem,Public School,1010,Smith,Smith Center,66967-0329,N,10/1/2018,21,Traditional,267,108,27,1505,338,2100,1052,214,560
,,,,,,,,,5,2019,,,,,31,31,,,,,,,,KS,197,6.354838710,82,2.645161290,KS@7146@X0129,,SY18-19,,12,1,,Other,,,,Cafeteria,,,X0129,Southwest Regional Juvenile Detention Center,Southwest Regional Juvenile Detention Center,Private Residential Child Care Institution,7146,Finney,Garden City,67846,N,5/1/2019,31,Traditional,12,12,0,197,0,0,82,0,0
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,1422,83.647058824,922,54.235294118,KS@2046@D0266,200914000383,SY18-19,,121,0.221206581,,Public,,,,Cafeteria,,,D0266,Maize,Maize Elementary,Public School,2046,Sedgwick,Maize,67101,N,11/1/2018,17,Traditional,547,82,39,1073,349,3677,759,163,1229
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,1797,99.833333333,298,16.555555556,KS@875@D0233,201014001670,SY18-19,,128,0.335958005,,Public,,,,Cafeteria,,,D0233,Olathe,Heritage Elementary School,Public School,875,Johnson,Olathe,66062-3200,N,9/1/2018,18,Traditional,381,77,51,1161,636,2385,285,13,63
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,1088,64,489,28.764705882,KS@3495@D0323,200000401708,SY18-19,,85,0.198598131,,Public,,,,Cafeteria,,,D0323,Rock Creek,Rock Creek Jr/Sr HIgh School,Public School,3495,Pottawatomie,St George,66535,N,11/1/2018,17,Traditional,428,65,20,875,213,2765,426,63,388
,,,,,,,,,1,2019,,,,,13,13,,,,,,,,KS,1183,91,1130,86.923076923,KS@14366@D0500,,SY18-19,,213,0.898734177,,Public,,,,Cafeteria,,,D0500,Kansas City,Earl Watson Early Childhood Center,Public School,14366,Wyandotte,Kansas City,66104,N,1/1/2019,13,Traditional,237,213,0,1183,0,134,1130,0,128
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,354,19.666666667,228,12.666666667,KS@3665@D0329,200324000622,SY18-19,,22,0.323529412,,Public,,,,Cafeteria,,,D0329,Wabaunsee USD 329,Wabaunsee Jr High School,Public School,3665,Wabaunsee,Paxico,66526-0128,N,1/1/2019,18,Traditional,68,10,12,174,180,738,98,130,413
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,1267,90.5,906,64.714285714,KS@5411@D0396,200561000894,SY18-19,,110,0.404411765,,Public,,,,Cafeteria,,,D0396,Douglass Public Schools,Leonard C. Seal Elementary School,Public School,5411,Butler,Douglass,67039,N,12/1/2018,14,Traditional,272,75,35,861,406,1058,656,250,338
,,,,,,,,,2,2019,,,,,17,17,,,,,,,,KS,2392,140.705882353,1025,60.294117647,KS@1736@D0259,201299000298,SY18-19,,178,0.440594059,,Public,,,,Cafeteria,,,D0259,Wichita,Mccollom Elementary School,Public School,1736,Sedgwick,Wichita,67212-4099,N,2/1/2019,17,Traditional,404,133,45,1836,556,1832,851,174,479
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,4490,249.444444444,2376,132,KS@3018@D0305,201137000517,SY18-19,,283,0.721938776,,Public,,,,Cafeteria,,,D0305,Salina,Sunset Elementary School,Public School,3018,Saline,Salina,67401,N,11/1/2018,18,Traditional,392,225,58,3550,940,1261,1953,423,530
,,,,,,,,,10,2018,,,,,31,31,,,,,,,,KS,369,11.903225806,369,11.903225806,KS@9544@X0928,,SY18-19,,16,1,,Other,,,,Cafeteria,,,X0928,"The Villages, Inc.",Edwin Linquist Cottage,Private Residential Child Care Institution,9544,Shawnee,Topeka,66615,N,10/1/2018,31,Traditional,16,16,0,369,0,0,369,0,0
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,2370,112.857142857,721,34.333333333,KS@2035@D0265,200654001856,SY18-19,,129,0.271008403,,Public,,,,Cafeteria,,,D0265,Goddard,Challenger Intermediate School,Public School,2035,Sedgwick,Goddard,67052,N,4/1/2019,21,Traditional,476,82,47,1493,877,4879,530,191,392
,,,,,,,,,8,2018,,,,,13,13,,,,,,,,KS,5075,390.384615385,2760,212.307692308,KS@1614@D0259,201299000249,SY18-19,,480,0.932038835,,Public,,,,Cafeteria,,,D0259,Wichita,Adams Elementary School,Public School,1614,Sedgwick,Wichita,67208-2819,N,8/1/2018,13,Traditional,515,452,28,4814,261,86,2628,132,36
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,1794,105.529411765,779,45.823529412,KS@7184@D0459,200414001190,SY18-19,,133,0.532,,Public,,,,Cafeteria,,,D0459,Bucklin,Bucklin Elementary School,Public School,7184,Ford,Bucklin,67834-0008,N,11/1/2018,17,Traditional,250,112,21,1513,281,1558,695,84,136
,,,,,,,,,5,2019,,,,,13,13,,,,,,,,KS,244,18.769230769,170,13.076923077,KS@4610@D0365,200645000768,SY18-19,,23,0.534883721,,Public,,,,Cafeteria,,,D0365,Garnett,Westphalia Elementary School,Public School,4610,Anderson,Westphalia,66093,N,5/1/2019,13,Traditional,43,18,5,206,38,132,140,30,26
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,153,12.75,0,0,KS@4570@X0874,,SY18-19,,19,0.2,,Nonpublic,,,,,,,X0874,St Gregory's,St. Gregory Elementary School,Private School,4570,Marshall,Marysville,66508,N,8/1/2018,12,NULL,95,9,10,79,74,625,0,0,0
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,550,34.375,0,0,KS@3744@X0736,,SY18-19,,41,0.322834646,,Nonpublic,,,,,,,X0736,St Patrick Elementary,St. Patrick Elementary School,Private School,3744,Kingman,Kingman,67068,N,5/1/2019,16,NULL,127,14,27,179,371,925,0,0,0
,,,,,,,,,5,2019,,,,,15,15,,,,,,,,KS,1547,103.133333333,724,48.266666667,KS@536@D0219,200960000082,SY18-19,,128,0.518218623,,Public,,,,Cafeteria,,,D0219,Minneola,Minneola Elementary School,Public School,536,Clark,Minneola,67865-0157,N,5/1/2019,15,Traditional,247,88,40,1061,486,1344,564,160,196
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,1473,81.833333333,377,20.944444444,KS@769@D0229,201200001644,SY18-19,,149,0.097322012,,Public,,,,Cafeteria,,,D0229,Blue Valley,Blue Valley North High School,Public School,769,Johnson,Overland Park,66209-2711,N,11/1/2018,18,Traditional,1531,103,46,1040,433,6717,311,66,151
,,,,,,,,,2,2019,,,,,19,19,,,,,,,,KS,3428,180.421052632,2765,145.526315789,KS@6671@D0443,,SY18-19,,207,0.940909091,,Public,,,,Other,,,D0443,Dodge City,Alternative Education,Public School,6671,Ford,Dodge City,67801,N,2/1/2019,19,"Traditional Class,",220,193,14,3234,194,180,2662,103,144
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,1873,117.0625,709,44.3125,KS@4196@D0351,200906000712,SY18-19,,150,0.579150579,,Public,,,,Cafeteria,,,D0351,Macksville,Macksville Elementary School,Public School,4196,Stafford,Macksville,67557,N,2/1/2019,16,Traditional,259,116,34,1428,445,1262,640,69,93
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,649,43.266666667,191,12.733333333,KS@7171@D0457,,SY18-19,,65,0.738636364,,Public,,,,Cafeteria,,,D0457,Garden City,Garden City Alternative Education Center,Public School,7171,Finney,Garden City,67846,N,2/1/2019,15,Traditional,88,58,7,556,93,130,189,2,60
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,1610,89.444444444,876,48.666666667,KS@4854@D0375,201230000804,SY18-19,,113,0.428030303,,Public,,,,Cafeteria,,,D0375,Circle,Oil Hill Elementary School,Public School,4854,Butler,El Dorado,67042-3064,N,9/1/2018,18,Traditional,264,95,18,1404,206,1482,830,46,296
,,,,,,,,,12,2018,,,,,12,12,,,,,,,,KS,982,81.833333333,398,33.166666667,KS@4094@D0346,200775000696,SY18-19,,118,0.473895582,,Public,,,,Second Chance,,,D0346,Jayhawk,Jayhawk-Linn High School,Public School,4094,Linn,Mound City,66056-0603,N,12/1/2018,12,"Traditional Second Chance,",249,90,28,763,219,905,315,83,76
,,,,,,,,,2,2019,,,,,14,14,,,,,,,,KS,533,38.071428571,495,35.357142857,KS@15230@D0501,,SY18-19,,43,0.869494290,,Public,,,,Cafeteria,,,D0501,Topeka Public Schools,Pine Ridge Prep,Public School,15230,Shawnee,Topeka,66605,Y,2/1/2019,14,Traditional,50,43,0,533,0,80,495,0,75
,,,,,,,,,10,2018,,,,,22,22,,,,,,,,KS,3391,154.136363636,531,24.136363636,KS@2050@D0266,200914000385,SY18-19,,231,0.193467337,,Public,,,,Cafeteria,,,D0266,Maize,Maize High School,Public School,2050,Sedgwick,Maize,67101,N,10/1/2018,22,Traditional,1194,138,93,2200,1191,5941,362,169,188
,,,,,,,,,5,2019,,,,,13,13,,,,,,,,KS,1183,91,0,0,KS@8421@X0811,,SY18-19,,114,0.345454545,,Nonpublic,,,,,,,X0811,St Patrick's,St. Patricks Elementary School,Private School,8421,Wyandotte,Kansas City,66112,N,5/1/2019,13,NULL,330,86,28,914,269,1166,0,0,0
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,410,22.777777778,327,18.166666667,KS@5760@D0409,,SY18-19,,33,0.767441860,,Public,,,,Second Chance,,,D0409,Atchison,Alternative School,Public School,5760,Atchison,Atchison,66002-2316,N,1/1/2019,18,"Traditional Second Chance,",43,31,2,391,19,47,310,17,13
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,3791,189.55,1952,97.6,KS@7832@D0484,200627001302,SY18-19,,212,0.644376900,,Public,,,,Cafeteria,,,D0484,Fredonia,Lincoln Elementary School,Public School,7832,Wilson,Fredonia,66736-1100,N,10/1/2018,20,Traditional,329,177,35,3282,509,1731,1757,195,246
,,,,,,,,,11,2018,,,,,0,0,,,,,,,,KS,0,,0,,KS@15240@D0266,,SY18-19,,0,,,Public,,,,,,,D0266,Maize,Maize Early Childhood Center,Public School,15240,Sedgwick,Wichita,67205,N,11/1/2018,0,NULL,0,0,0,0,0,0,0,0,0
,,,,,,,,,3,2019,,,,,14,14,,,,,,,,KS,4067,290.5,1320,94.285714286,KS@1976@D0260,200546002079,SY18-19,,349,0.411071849,,Public,,,,Cafeteria,,,D0260,Derby,Derby North Middle School,Public School,1976,Sedgwick,Derby,67037,N,3/1/2019,14,Traditional,849,272,77,3218,849,4593,1107,213,502
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,2372,118.6,390,19.5,KS@2027@D0265,200654000698,SY18-19,,149,0.317021277,,Public,,,,Cafeteria,,,D0265,Goddard,Goddard Middle School,Public School,2027,Sedgwick,Goddard,67052-0279,N,10/1/2018,20,Traditional,470,108,41,1771,601,3569,318,72,45
,,,,,,,,,2,2019,,,,,17,17,,,,,,,,KS,1056,62.117647059,855,50.294117647,KS@1682@D0259,201299000100,SY18-19,,88,0.888888889,,Public,,,,Cafeteria,,,D0259,Wichita,Greiffenstein Special Education Center,Public School,1682,Sedgwick,Wichita,67216-1603,N,2/1/2019,17,Traditional,99,84,4,1012,44,98,810,45,71
,,,,,,,,,5,2019,,,,,12,12,,,,,,,,KS,624,52,502,41.833333333,KS@2860@D0299,201212002008,SY18-19,,81,0.554794521,,Public,,,,Cafeteria,,,D0299,Sylvan Grove,Lucas-Sylvan Unified Elementary,Public School,2860,Lincoln,Lucas,67648,N,5/1/2019,12,Traditional,146,65,16,485,139,531,430,72,106
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,1106,58.210526316,294,15.473684211,KS@6918@D0449,200564001131,SY18-19,,75,0.321888412,,Public,,,,Cafeteria,,,D0449,Easton,Pleasant Ridge High School,Public School,6918,Leavenworth,Easton,66020,N,9/1/2018,19,Traditional,233,44,31,695,411,1927,233,61,206
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,2418,172.714285714,1377,98.357142857,KS@4075@D0345,201149001921,SY18-19,,216,0.338028169,,Public,,,,Second Chance,,,D0345,Seaman,Seaman Middle School,Public School,4075,Shawnee,Topeka,66617-1700,N,12/1/2018,14,"Traditional Second Chance,",639,157,59,1750,668,3412,1037,340,1270
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,4762,317.466666667,1447,96.466666667,KS@8218@D0497,200840001378,SY18-19,,556,0.364112639,,Public,,,,Cafeteria,,,D0497,Lawrence,Lawrence High School,Public School,8218,Douglas,Lawrence,66046-2999,N,2/1/2019,15,Traditional,1527,435,121,3799,963,4351,1259,188,270
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,1584,113.142857143,1018,72.714285714,KS@7888@D0487,200711001307,SY18-19,,141,0.582644628,,Public,,,,Cafeteria,,,D0487,Herington,Herington Elem,Public School,7888,Dickinson,Herington,67449-3098,N,12/1/2018,14,Traditional,242,110,31,1224,360,602,809,209,116
,,,,,,,,,1,2019,,,,,14,14,,,,,,,,KS,1643,117.357142857,853,60.928571429,KS@8204@D0497,200840001370,SY18-19,,141,0.610389610,,Public,,,,Cafeteria,,,D0497,Lawrence,New York Elementary,Public School,8204,Douglas,Lawrence,66044-2795,N,1/1/2019,14,Traditional,231,116,25,1340,303,613,765,88,74
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,1433,84.294117647,47,2.764705882,KS@4072@D0345,201149000690,SY18-19,,107,0.224789916,,Public,,,,Cafeteria,,,D0345,Seaman,West Indianola Elementary School,Public School,4072,Shawnee,Topeka,66618-3531,N,11/1/2018,17,Traditional,476,76,31,1011,422,3763,35,12,102
