IRN,ORGANIZATION NAME,SCHOOL TYPE,ORGANIZATION TYPE,DESIGNATED COUNTY,ORG MAILING ADDRESS,PARENT IRN
148320,Roll Hill School,Elementary School,Public School,Hamilton,"2411 Baltimore Ave, Cincinnati, Ohio, 45225",43752
148809,Cambridge Primary School,Elementary School,Public School,Guernsey,"1115 Clairmont Ave, Cambridge, Ohio, 43725",43695
148817,Cambridge Intermediate School,Elementary School,Public School,Guernsey,"1451 Deerpath Dr, Cambridge, Ohio, 43725",43695
148932,Franklin Local Community School,High School,Community School,Muskingum,"76 W Athens Rd, Roseville, Ohio, 43777",48843
148932,Franklin Local Community School,Community School Conversion,Community School,Muskingum,"76 W Athens Rd, Roseville, Ohio, 43777",48843
148932,Franklin Local Community School,Dropout Recovery,Community School,Muskingum,"76 W Athens Rd, Roseville, Ohio, 43777",48843
148981,Tomorrow Center,High School,Community School,Morrow,"3700 County Road 168, Cardington, Ohio, 43315",N/A
148981,Tomorrow Center,Community School Conversion,Community School,Morrow,"3700 County Road 168, Cardington, Ohio, 43315",N/A
148981,Tomorrow Center,Dropout Recovery,Community School,Morrow,"3700 County Road 168, Cardington, Ohio, 43315",N/A
148999,Mahoning Unlimited Classroom,High School,Community School,Mahoning,"7401 Market St RM 519, Youngstown, Ohio, 44512",48280
148999,Mahoning Unlimited Classroom,Community School Startup,Community School,Mahoning,"7401 Market St RM 519, Youngstown, Ohio, 44512",48280
148999,Mahoning Unlimited Classroom,Virtual School,Community School,Mahoning,"7401 Market St RM 519, Youngstown, Ohio, 44512",48280
148999,Mahoning Unlimited Classroom,Dropout Recovery,Community School,Mahoning,"7401 Market St RM 519, Youngstown, Ohio, 44512",48280
149047,Goal Digital Academy,High School,Community School,Morrow,"890 W 4th St Ste 400, Mansfield, Ohio, 44906",123521
149047,Goal Digital Academy,Community School Startup,Community School,Morrow,"890 W 4th St Ste 400, Mansfield, Ohio, 44906",123521
149047,Goal Digital Academy,Virtual School,Community School,Morrow,"890 W 4th St Ste 400, Mansfield, Ohio, 44906",123521
149047,Goal Digital Academy,Dropout Recovery,Community School,Morrow,"890 W 4th St Ste 400, Mansfield, Ohio, 44906",123521
149054,Akron Digital Academy,High School,Community School,Summit,"133 Merriman Rd, Akron, Ohio, 44303",N/A
149054,Akron Digital Academy,Community School Conversion,Community School,Summit,"133 Merriman Rd, Akron, Ohio, 44303",N/A
149054,Akron Digital Academy,Virtual School,Community School,Summit,"133 Merriman Rd, Akron, Ohio, 44303",N/A
149054,Akron Digital Academy,Dropout Recovery,Community School,Summit,"133 Merriman Rd, Akron, Ohio, 44303",N/A
149088,Fairborn Digital Academy,High School,Community School,Greene,"700 Black Ln, Fairborn, Ohio, 45324",43968
149088,Fairborn Digital Academy,Community School Conversion,Community School,Greene,"700 Black Ln, Fairborn, Ohio, 45324",43968
149088,Fairborn Digital Academy,Virtual School,Community School,Greene,"700 Black Ln, Fairborn, Ohio, 45324",43968
149088,Fairborn Digital Academy,Dropout Recovery,Community School,Greene,"700 Black Ln, Fairborn, Ohio, 45324",43968
149302,Life Skills Center Of Toledo,High School,Community School,Lucas,"1830 Adams St, Toledo, Ohio, 43624",16826
149302,Life Skills Center Of Toledo,Community School Startup,Community School,Lucas,"1830 Adams St, Toledo, Ohio, 43624",16826
149302,Life Skills Center Of Toledo,Dropout Recovery,Community School,Lucas,"1830 Adams St, Toledo, Ohio, 43624",16826
149328,Foxfire High School,Ungraded,Community School,Muskingum,"2805 Pinkerton Ln, Zanesville, Ohio, 43701",N/A
149328,Foxfire High School,Community School Conversion,Community School,Muskingum,"2805 Pinkerton Ln, Zanesville, Ohio, 43701",N/A
149328,Foxfire High School,Dropout Recovery,Community School,Muskingum,"2805 Pinkerton Ln, Zanesville, Ohio, 43701",N/A
149427,Massillon Digital Academy  Inc,High School,Community School,Stark,"930 17th St NE, Massillon, Ohio, 44646",44354
149427,Massillon Digital Academy  Inc,Community School Conversion,Community School,Stark,"930 17th St NE, Massillon, Ohio, 44646",44354
149427,Massillon Digital Academy  Inc,Virtual School,Community School,Stark,"930 17th St NE, Massillon, Ohio, 44646",44354
149427,Massillon Digital Academy  Inc,Dropout Recovery,Community School,Stark,"930 17th St NE, Massillon, Ohio, 44646",44354
151035,Pleasant Community Digital,Elementary School,Community School,Marion,"1105 Owens Rd W, Marion, Ohio, 43302",48421
151035,Pleasant Community Digital,Community School Conversion,Community School,Marion,"1105 Owens Rd W, Marion, Ohio, 43302",48421
151142,Lorain K-12 Digital Academy,Ungraded,Community School,Lorain,"401 Broadway Ave Suite 101, Lorain, Ohio, 44052",N/A
151142,Lorain K-12 Digital Academy,Community School Conversion,Community School,Lorain,"401 Broadway Ave Suite 101, Lorain, Ohio, 44052",N/A
151142,Lorain K-12 Digital Academy,Virtual School,Community School,Lorain,"401 Broadway Ave Suite 101, Lorain, Ohio, 44052",N/A
151175,West Central Learning Academy II,High School,Community School,Allen,"522 W North St, Lima, Ohio, 45801",N/A
151175,West Central Learning Academy II,Community School Startup,Community School,Allen,"522 W North St, Lima, Ohio, 45801",N/A
151175,West Central Learning Academy II,Dropout Recovery,Community School,Allen,"522 W North St, Lima, Ohio, 45801",N/A
151175,West Central Learning Academy II,Blended School,Community School,Allen,"522 W North St, Lima, Ohio, 45801",N/A
151183,Lake Erie International High School,High School,Community School,Cuyahoga,"11650 Detroit Ave, Cleveland, Ohio, 44102",14987
151183,Lake Erie International High School,Community School Startup,Community School,Cuyahoga,"11650 Detroit Ave, Cleveland, Ohio, 44102",14987
151183,Lake Erie International High School,Dropout Recovery,Community School,Cuyahoga,"11650 Detroit Ave, Cleveland, Ohio, 44102",14987
151191,The Capella Institute,High School,Community School,Cuyahoga,"5130 Warrensville Center Rd, Maple Heights, Ohio, 44137",15588
151191,The Capella Institute,Community School Startup,Community School,Cuyahoga,"5130 Warrensville Center Rd, Maple Heights, Ohio, 44137",15588
151191,The Capella Institute,Dropout Recovery,Community School,Cuyahoga,"5130 Warrensville Center Rd, Maple Heights, Ohio, 44137",15588
151191,The Capella Institute,Blended School,Community School,Cuyahoga,"5130 Warrensville Center Rd, Maple Heights, Ohio, 44137",15588
151209,Life Skills Of Northeast Ohio,High School,Community School,Cuyahoga,"12201 Larchmere Blvd, Cleveland, Ohio, 44120",16825
151209,Life Skills Of Northeast Ohio,Community School Startup,Community School,Cuyahoga,"12201 Larchmere Blvd, Cleveland, Ohio, 44120",16825
151209,Life Skills Of Northeast Ohio,Dropout Recovery,Community School,Cuyahoga,"12201 Larchmere Blvd, Cleveland, Ohio, 44120",16825
151928,Mulberry Elementary School,Elementary School,Public School,Clermont,"5950 Buckwheat Rd, Milford, Ohio, 45150",45500
151936,McCormick Elementary School,Elementary School,Public School,Clermont,"751 Loveland Miamiville Rd, Loveland, Ohio, 45140",45500
151944,Meadowview Elementary School,Elementary School,Public School,Clermont,"5556 Mount Zion Rd, Milford, Ohio, 45150",45500
151951,Pattison Elementary School,Elementary School,Public School,Clermont,"5330 S Milford Rd, Milford, Ohio, 45150",45500
152116,Northwestern Elementary School,Elementary School,Public School,Wayne,"7334 N Elyria Rd, West Salem, Ohio, 44287",50575
152116,Northwestern Elementary School,STEM School,Public School,Wayne,"7334 N Elyria Rd, West Salem, Ohio, 44287",50575
152132,Hayes Intermediate School,Elementary School,Public School,Franklin,"4436 Haughn Rd, Grove City, Ohio, 43123",44800
152157,Antwerp Local Middle School,Middle School,Public School,Paulding,"303 S. Harrmann Rd, Antwerp, Ohio, 45813",48991
152280,Larry Miller Intermediate Elementary School,Elementary School,Public School,Muskingum,"13125 John Glenn School Rd, New Concord, Ohio, 43762",48835
152298,Jackson Southview Elementary School,Elementary School,Public School,Jackson,"13842 State Route 93, Jackson, Ohio, 45640",44156
88377,Nicholas-Liberty,Ungraded,Nonpublic School,Montgomery,"5581 Dayton Liberty Rd, Dayton, Ohio, 45417",88377
88377,Nicholas-Liberty,Indicator that identifies a Chartered Nonpublic school as a non-religious based school,Nonpublic School,Montgomery,"5581 Dayton Liberty Rd, Dayton, Ohio, 45417",88377
114462,The Bostic Head Start Center,Elementary School,Public School,Franklin,"2975 Kingston Ave, Grove City, Ohio, 43123",44800
105,Meigs Intermediate School,Elementary School,Public School,Meigs,"36871 State Route 124, Middleport, Ohio, 45760",48520
102,Meigs Primary School,Elementary School,Public School,Meigs,"36871 State Route 124, Middleport, Ohio, 45760",48520
116,Hamilton Freshman School,High School,Public School,Butler,"2260 NW Washington Blvd., Hamilton, Ohio, 45013",44107
118,Hamilton Intermediate School,Middle School,Public School,Franklin,"765 Rathmell Rd, Columbus, Ohio, 43207",46953
119,Oak Hill Middle/High School,High School,Public School,Jackson,"5063 State Route 93, Oak Hill, Ohio, 45656",47761
124,Oak Hill Elementary,Elementary School,Public School,Jackson,"401 Evans St, Oak Hill, Ohio, 45656",47761
125,Polly Fox Academy Community School,High School,Community School,Lucas,"1505 Jefferson Ave, Toledo, Ohio, 43604",N/A
125,Polly Fox Academy Community School,Community School Startup,Community School,Lucas,"1505 Jefferson Ave, Toledo, Ohio, 43604",N/A
125,Polly Fox Academy Community School,Dropout Recovery,Community School,Lucas,"1505 Jefferson Ave, Toledo, Ohio, 43604",N/A
130,Phoenix Academy Community School,High School,Community School,Lucas,"1505 Jefferson Ave, Toledo, Ohio, 43604",N/A
130,Phoenix Academy Community School,Community School Startup,Community School,Lucas,"1505 Jefferson Ave, Toledo, Ohio, 43604",N/A
130,Phoenix Academy Community School,Dropout Recovery,Community School,Lucas,"1505 Jefferson Ave, Toledo, Ohio, 43604",N/A
130,Phoenix Academy Community School,Blended School,Community School,Lucas,"1505 Jefferson Ave, Toledo, Ohio, 43604",N/A
131,Glass City Academy,High School,Community School,Lucas,"1000 Monroe St, Toledo, Ohio, 43604",N/A
131,Glass City Academy,Community School Startup,Community School,Lucas,"1000 Monroe St, Toledo, Ohio, 43604",N/A
131,Glass City Academy,Dropout Recovery,Community School,Lucas,"1000 Monroe St, Toledo, Ohio, 43604",N/A
135,South Vienna Middle School,Middle School,Public School,Clark,"140 W Main St, South Vienna, Ohio, 45369",46250
137,Northridge Middle School,Middle School,Public School,Clark,"4445 Ridgewood Rd E, Springfield, Ohio, 45503",46250
138,Pathway School of Discovery,Elementary School,Community School,Montgomery,"173 Avondale Dr, Dayton, Ohio, 45404",14980
138,Pathway School of Discovery,Community School Startup,Community School,Montgomery,"173 Avondale Dr, Dayton, Ohio, 45404",14980
139,Alliance Academy of Cincinnati,Elementary School,Community School,Hamilton,"1712 Duck Creek Rd, Cincinnati, Ohio, 45207",14980
139,Alliance Academy of Cincinnati,Community School Startup,Community School,Hamilton,"1712 Duck Creek Rd, Cincinnati, Ohio, 45207",14980
162,Newark Digital Academy,High School,Community School,Licking,"255 Woods Ave, Newark, Ohio, 43055",44453
162,Newark Digital Academy,Community School Conversion,Community School,Licking,"255 Woods Ave, Newark, Ohio, 43055",44453
162,Newark Digital Academy,Virtual School,Community School,Licking,"255 Woods Ave, Newark, Ohio, 43055",44453
162,Newark Digital Academy,Dropout Recovery,Community School,Licking,"255 Woods Ave, Newark, Ohio, 43055",44453
176,Al Ihsan Islamic School,Elementary School,Nonpublic School,Cuyahoga,"4600 Rocky River Dr, Cleveland, Ohio, 44135",176
177,Fairland West Elementary School,Elementary School,Public School,Lawrence,"110 Township Road 1125, Proctorville, Ohio, 45669",47936
187,Centerburg Middle School,Middle School,Public School,Knox,"3782 Columbus Rd, Centerburg, Ohio, 43011",47829
204,Holy Trinity Orthodox Christian Academy,Elementary School,Nonpublic School,Trumbull,"175 Laird Ave NE, Warren, Ohio, 44483",204
222,Wildwood Environmental Academy,High School,Community School,Lucas,"1546 Dartford Rd, Maumee, Ohio, 43537",14977
222,Wildwood Environmental Academy,Community School Startup,Community School,Lucas,"1546 Dartford Rd, Maumee, Ohio, 43537",14977
231,Unioto Elementary,Elementary School,Public School,Ross,"138 Sandusky Blvd, Chillicothe, Ohio, 45601",49536
234,Ella P. Stewart Academy for Girls,Elementary School,Public School,Lucas,"707 Avondale Ave, Toledo, Ohio, 43604",44909
236,Ohio Connections Academy  Inc,High School,Community School,Cuyahoga,"3615 Superior Ave E, Cleveland, Ohio, 44114",15029
236,Ohio Connections Academy  Inc,Community School Startup,Community School,Cuyahoga,"3615 Superior Ave E, Cleveland, Ohio, 44114",15029
236,Ohio Connections Academy  Inc,Virtual School,Community School,Cuyahoga,"3615 Superior Ave E, Cleveland, Ohio, 44114",15029
241,Quaker Digital Academy,High School,Community School,Tuscarawas,"400 Mill Ave SE  Suite 901, New Philadelphia, Ohio, 44663",44487
241,Quaker Digital Academy,Community School Conversion,Community School,Tuscarawas,"400 Mill Ave SE  Suite 901, New Philadelphia, Ohio, 44663",44487
241,Quaker Digital Academy,Virtual School,Community School,Tuscarawas,"400 Mill Ave SE  Suite 901, New Philadelphia, Ohio, 44663",44487
241,Quaker Digital Academy,Dropout Recovery,Community School,Tuscarawas,"400 Mill Ave SE  Suite 901, New Philadelphia, Ohio, 44663",44487
242,North Union Elementary School,Elementary School,Public School,Union,"420 Grove St, Richwood, Ohio, 43344",50336
270,Main Street School,Elementary School,Public School,Huron,"80 E Main St, Norwalk, Ohio, 44857",44560
282,Greater Ohio Virtual School,High School,Community School,Warren,"1879 Deerfield Rd, Lebanon, Ohio, 45036",N/A
282,Greater Ohio Virtual School,Community School Conversion,Community School,Warren,"1879 Deerfield Rd, Lebanon, Ohio, 45036",N/A
282,Greater Ohio Virtual School,Virtual School,Community School,Warren,"1879 Deerfield Rd, Lebanon, Ohio, 45036",N/A
282,Greater Ohio Virtual School,Dropout Recovery,Community School,Warren,"1879 Deerfield Rd, Lebanon, Ohio, 45036",N/A
288,Auglaize County Educational Academy,High School,Community School,Allen,"1130A East Albert St, Lima, Ohio, 45804",45930
288,Auglaize County Educational Academy,Community School Startup,Community School,Allen,"1130A East Albert St, Lima, Ohio, 45804",45930
288,Auglaize County Educational Academy,Virtual School,Community School,Allen,"1130A East Albert St, Lima, Ohio, 45804",45930
288,Auglaize County Educational Academy,Dropout Recovery,Community School,Allen,"1130A East Albert St, Lima, Ohio, 45804",45930
291,Malvern Middle School,Middle School,Public School,Carroll,"3242 Coral Rd NW, Malvern, Ohio, 44644",46177
306,Summit Academy Community School - Cincinnati,Elementary School,Community School,Hamilton,"1660 Sternblock Ln, Cincinnati, Ohio, 45237",14992
306,Summit Academy Community School - Cincinnati,Community School Startup,Community School,Hamilton,"1660 Sternblock Ln, Cincinnati, Ohio, 45237",14992
296,Summit Academy Community School-Columbus,Elementary School,Community School,Franklin,"2521 Fairwood Ave Ste 100, Columbus, Ohio, 43207",14992
296,Summit Academy Community School-Columbus,Community School Startup,Community School,Franklin,"2521 Fairwood Ave Ste 100, Columbus, Ohio, 43207",14992
305,Summit Academy Community School-Warren,Elementary School,Community School,Trumbull,"2106 Arbor Ave SE, Warren, Ohio, 44484",14992
305,Summit Academy Community School-Warren,Community School Startup,Community School,Trumbull,"2106 Arbor Ave SE, Warren, Ohio, 44484",14992
297,Summit Academy Community School - Dayton,Junior High School,Community School,Montgomery,"4128 Cedar Ridge Rd, Dayton, Ohio, 45414",14992
297,Summit Academy Community School - Dayton,Community School Startup,Community School,Montgomery,"4128 Cedar Ridge Rd, Dayton, Ohio, 45414",14992
298,Summit Academy Secondary - Akron,High School,Community School,Summit,"464 S Hawkins Ave, Akron, Ohio, 44320",14992
298,Summit Academy Secondary - Akron,Community School Startup,Community School,Summit,"464 S Hawkins Ave, Akron, Ohio, 44320",14992
303,Summit Academy Secondary - Youngstown,High School,Community School,Mahoning,"2800 Shady Run Rd, Youngstown, Ohio, 44502",14992
